Name,Ethnicon,Characterization,Note,Work,Sub_Work,Book,Casaubon_Reference,Kaibel_Reference,Note_Reference,Is_Range
Alexis,,comicus,,Καταψευδόμενος,,6,6.258e,6.73,"conf. Τοκιστής",
Alexis,,comicus,,Κηρυττόμενος,,0,,,,"XV T. III p. 265. edit. nostrae"
Alexis,,comicus,,Κλεοβουλίνη,,13,13.586a,13.50,,
Alexis,,comicus,,Κνιδία,,4,4.165d,4.59,,
Alexis,,comicus,,Κονιάτης,,11,11.500d,11.102,,
Alexis,,comicus,,Κουρίς,,8,8.362e,8.64,,
Alexis,,comicus,,Κουρίς,,10,10.422e,10.20,,
Alexis,,comicus,,Κουρίς,,10,10.443d,10.61,,
Alexis,,comicus,,Κουρίς,,13,13.567e,13.22,,
Alexis,,comicus,,"Κρατεύας ἢ Φαρμακοπώλης",,3,3.95a,3.47@3.48,,
Alexis,,comicus,,"Κρατεύας ἢ Φαρμακοπώλης",,3,3.107a,3.69,,
Alexis,,comicus,,"Κρατεύας ἢ Φαρμακοπώλης",,8,8.340a,8.24,,
Alexis,,comicus,,"Κρατεύας ἢ Φαρμακοπώλης",,15,15.678c,15.22,,
Alexis,,comicus,,"ἐν Φαρμακοπώλῃ ἢ Κρατεύᾳ",,6,6.254a,6.64,,
Alexis,,comicus,,"ἐν Κρατεύα",,8,8.340c,8.24,,
Alexis,,comicus,,"ἐν Κρατεύα",,11,11.473d,11.47,,
Alexis,,comicus,,Κυβερνήτης,,6,6.237b,6.31,,
Alexis,,comicus,,Κυβερνήτης,,14,14.652c,14.67,,
Alexis,,comicus,,Κυβευταί,,3,3.96a,3.49,,
Alexis,,comicus,,Κύκνος,,11,11.472a,11.43,,
Alexis,,comicus,,Κύπριος,,3,3.110e,3.75,,
Alexis,,comicus,,Κύπριος,,3,3.114d,3.81,,
Alexis,,comicus,,Λαμπάς,,14,14.654f,14.70,,
Alexis,,comicus,,Λέβης,,3,3.76d,3.10,,
Alexis,,comicus,,Λέβης,,4,4.170a,4.69,,
Alexis,,comicus,,Λέβης,,6,6.226a,6.7@6.8,,
Alexis,,comicus,,Λέβης,,9,9.383c,9.30,,
Alexis,,comicus,,Λεβήτιον,,14,14.661d,14.80@14.81,,
Alexis,,comicus,,Λευκαδία,,11,11.498e,11.99,,
Alexis,,comicus,,"Λευκαδία ἢ Δραπέται",,3,3.94f,3.47,,
Alexis,,comicus,,Λεύκη,,7,7.322c,7.119@7.120,,
Alexis,,comicus,,Λίνος,,4,4.164b,4.57,,"range start"
Alexis,,comicus,,Λίνος,,4,4.164c,4.57,,range
Alexis,,comicus,,Λίνος,,4,4.164d,4.57@4.58,,"range end"
Alexis,,comicus,,Λοκροί,,3,3.123e,3.96@3.97,,
Alexis,,comicus,,Λυκίσκος,,13,13.595d,13.67@13.68,,
Alexis,,comicus,,Μανδραγοριζομένη,,3,3.123f,3.97,,
Alexis,,comicus,,Μανδραγοριζομένη,,8,8.340c,8.24,,
Alexis,,comicus,,Μανδραγοριζομένη,,8,8.365d,8.68,,
Alexis,,comicus,,Μανδραγοριζομένη,,12,12.552e,12.77,,
Alexis,,comicus,,Μανδραγοριζομένη,,14,14.621e,14.15,,
Alexis,,comicus,,Μάντεις,,13,13.558e,13.6@13.7,,
Alexis,,comicus,,Μάντεις,,13,13.558f,13.7,,
Alexis,,comicus,,Μίδων,,15,15.700a,15.58@15.59,,
Alexis,,comicus,,Μίλκων,,8,8.354d,8.50,,
Alexis,,comicus,,Μιλησία,,6,6.240c,6.37@6.38,,
Alexis,,comicus,,Μιλήσιοι,,9,9.379a,9.22@9.23,,
Alexis,,comicus,,Μίνως,,7,7.289f,7.34@7.35,,
Alexis,,comicus,,Μνηστῆρες,,14,14.650e,14.63@14.64,,
Alexis,,comicus,,Νύμφαι,,0,,,,"vide Φιλόκαλος"
Alexis,,comicus,,"Ὀδυσσεὺς ὑφαίνων",,6,6.240c,6.37@6.38,,
Alexis,,comicus,,"Ὀδυσσεὺς ὑφαίνων",,7,7.303a,7.65,,
Alexis,,comicus,,"Ὀδυσσεὺς ὑφαίνων",,10,10.421a,10.17,,
Alexis,,comicus,,Ὀλύνθιος,,2,2.55a,2.44,,
Alexis,,comicus,,Ὀλύνθιος,,3,3.75b,3.7,,
Alexis,,comicus,,Ὁμοία,,14,14.642d,14.49,,
Alexis,,comicus,,Ὀπώρα,,10,10.443e,10.61,,
Alexis,,comicus,,Ὀπώρα,,13,13.567c,13.21,,
Alexis,,comicus,,Ὀρέστης,,6,6.247e,6.52,,
Alexis,,comicus,,Ὀρχηστρίς,,10,10.441c,10.57,,
Alexis,,comicus,,Παγκρατιαστής,,6,6.242d,6.41,,
Alexis,,comicus,,Παμφίλη,,8,8.356e,8.53,,
Alexis,,comicus,,Παμφίλη,,9,9.380e,9.25,,
Alexis,,comicus,,"Παννυχὶς ἢ Ἔριθοι",,3,3.96a,3.49,"conf. Ἔριθοι",
Alexis,,comicus,,"Παννυχὶς ἢ Ἔριθοι",,4,4.170a,4.69,"conf. Ἔριθοι",
Alexis,,comicus,,"Παννυχὶς ἢ Ἔριθοι",,6,6.248a,6.52,"conf. Ἔριθοι",
Alexis,,comicus,,"Παννυχὶς ἢ Ἔριθοι",,9,9.386a,9.35,"conf. Ἔριθοι",
Alexis,,comicus,,"Παννυχὶς ἢ Ἔριθοι",,12,12.516d,12.12,"conf. Ἔριθοι",
Alexis,,comicus,,"Παννυχὶς ἢ Ἔριθοι",,12,12.516e,12.12,"conf. Ἔριθοι",
Alexis,,comicus,,Παράσιτος,,3,3.123f,3.97,,
Alexis,,comicus,,Παράσιτος,,10,10.421d,10.18,,
Alexis,,comicus,,Ποιηταί,,6,6.241d,6.39,,
Alexis,,comicus,,Ποιητής,,3,3.74e,3.6,,
Alexis,,comicus,,Πολύκλεια,,14,14.642c,14.49,,
Alexis,,comicus,,Πονήρα,,3,3.117c,3.85@3.86,,
Alexis,,comicus,,Πονήρα,,3,3.117d,3.86,,
Alexis,,comicus,,Πονήρα,,3,3.127c,3.101,,
Alexis,,comicus,,Πονήρα,,4,4.170c,4.69,,
Alexis,,comicus,,Πονήρα,,7,7.324b,7.124,,
Alexis,,comicus,,Πονήρα,,9,9.385b,9.34,,
Alexis,,comicus,,Πονήρα,,14,14.655f,14.72,,
Alexis,,comicus,,Πονήρα,,15,15.687d,15.35@15.36,,
Alexis,,comicus,,Ποντικός,,3,3.100c,3.57,,
Alexis,,comicus,,Ποππύζουσα,,0,,,,"vide Δορκίς et Ῥόδιος"
Alexis,,comicus,,Πρωτόχορος,,7,7.287f,7.28,,
Alexis,,comicus,,Πυθαγορίζουσα,,3,3.122f,3.95,,
Alexis,,comicus,,Πυθαγορίζουσα,,4,4.161c,4.52,,
Alexis,,comicus,,Πυλαῖαι,,6,6.225f,6.7,,
Alexis,,comicus,,Πύραυνος,,6,6.244d,6.44@6.45,,
Alexis,,comicus,,Πύραυνος,,6,6.258b,6.72,,
Alexis,,comicus,,Πύραυνος,,13,13.590b,13.57,,
Alexis,,comicus,,Πύραυνος,,14,14.663f,14.84,,
Alexis,,comicus,,"Ῥόδιος ἢ Ποππύζουσα",,9,9.395b,9.51,"conf. Δορκίς",
Alexis,,comicus,,Σκείρων,,15,15.678e,15.23,,
Alexis,,comicus,,Στρατιώτης,,6,6.223e,6.3,,
Alexis,,comicus,,Συναποθνήσκοντες,,4,4.165a,4.58,,
Alexis,,comicus,,Συναποθνήσκοντες,,10,10.422a,10.18@10.19,,
Alexis,,comicus,,Συντρέχοντες,,4,4.137c,4.13@4.14,,
Alexis,,comicus,,Συντρέχοντες,,8,8.340a,8.24,,
Alexis,,comicus,,Συντρέχοντες,,9,9.395a,9.51,,
Alexis,,comicus,,Σύντροφοι,,10,10.419b,10.14,,
Alexis,,comicus,,Σώρακοι,,3,3.120b,3.90@3.91,,
Alexis,,comicus,,Ταραντῖνοι,,4,4.134a,4.12,,
Alexis,,comicus,,Ταραντῖνοι,,4,4.161b,4.52,,
Alexis,,comicus,,Ταραντῖνοι,,11,11.463c,11.8@11.9,,"range start"
Alexis,,comicus,,Ταραντῖνοι,,11,11.463d,11.9,,range
Alexis,,comicus,,Ταραντῖνοι,,11,11.463e,11.9@11.10,,"range end"
Alexis,,comicus,,Ταραντῖνοι,,13,13.587b,13.51,,
Alexis,,comicus,,Τιτθή,,6,6.241c,6.39,,
Alexis,,comicus,,Τιτθή,,10,10.426c,10.27@10.28,,
Alexis,,comicus,,"Τοκιστὴς ἢ Καταφευδόμενος",,10,10.431a,10.37,"conf. Καταψευδόμενος et Ψευδόμενος",
Alexis,,comicus,,"Τοκιστὴς ἢ Καταφευδόμενος",,15,15.692f,15.46@15.47,"conf. Καταψευδόμενος et Ψευδόμενος",
Alexis,,comicus,,Τροφώνιος,,6,6.242c,6.40@6.41,,
Alexis,,comicus,,Τροφώνιος,,10,10.417e,10.11,,
Alexis,,comicus,,Τυνδάρεως,,12,12.510a,12.1,"ubi quinque recitantur versus praemissis verbis κατὰ τὸν Ἀλέξιδος Τυνδάρεων: quos ad Helenam fabulam refert Schweighaeuserus",
Alexis,,comicus,,Ὕπνος,,10,10.449d,10.70@10.71,,
Alexis,,comicus,,Ὕπνος,,15,15.671d,15.11,,
Alexis,,comicus,,"Ἄλεξις ἢ Ἀντιφάνης ἐν Ὕπνῳ",,13,13.572b,13.29@13.30,,
Alexis,,comicus,,Ὑποβολιμαῖος,,10,10.431b,10.37,"conf. Ψευδυποβολιμαῖος",
Alexis,,comicus,,Ὑποβολιμαῖος,,11,11.502b,11.105@11.106@11.107,"conf. Ψευδυποβολιμαῖος",
Alexis,,comicus,,Φαῖδρος,,4,4.165e,4.59@4.60,,
Alexis,,comicus,,Φαῖδρος,,13,13.562a,13.12@13.13,,"range start"
Alexis,,comicus,,Φαῖδρος,,13,13.562b,13.13,,range
Alexis,,comicus,,Φαῖδρος,,13,13.562c,13.13,,"range end"
Alexis,,comicus,,"Φαίδων ἢ Φαίδρια",,8,8.340b,8.24,,
Alexis,,comicus,,Φαρμακοπώλης,,0,,,,"vide Κρατεύας"
Alexis,,comicus,,Φιλέταιρος,,0,,,,"vide Δημήτριος"
Alexis,,comicus,,Φιλίσκος,,14,14.642f,14.50,,
Alexis,,comicus,,"Φιλόκαλος ἢ Νύμφαι",,8,8.365b,8.68,,
Alexis,,comicus,,Φιλοῦσα,,10,10.419b,10.14,,
Alexis,,comicus,,Φιλοῦσα,,13,13.574b,13.33,,
Alexis,,comicus,,Φιλοῦσα,,13,13.574c,13.33@13.34,,
Alexis,,comicus,,Φρύξ,,7,7.307e,7.79,,
Alexis,,comicus,,"Φρυγίου διασκευή",,10,10.429e,10.34,,
Alexis,,comicus,,Φυγάς,,4,4.164f,4.58,,
Alexis,,comicus,,Φυγάς,,6,6.229b,6.14@6.15,,
Alexis,,comicus,,Χορηγίς,,7,7.287f,7.28,,
Alexis,,comicus,,"Ψευδόμενος (Καταψευδόμενος?)",,6,6.255b,6.66,"vide Τοκιστής",
Alexis,,comicus,,"Ψευδόμενος (Καταψευδόμενος?)",,10,10.419b,10.14,"vide Τοκιστής",
Alexis,,comicus,,Ψευδυποβολιμαῖος,,3,3.107e,3.69@3.70,"conf. Ὑποβολιμαῖος",
Alexis,,comicus,,Ψευδυποβολιμαῖος,,3,3.107f,3.70,"conf. Ὑποβολιμαῖος",
Alexis,,comicus,"Alexis suos fecit Eubuli versus",,,1,1.25f,1.46@1.47,,
Alexis,,comicus,"Alexis suos fecit Eubuli versus",,,1,1.26a,1.47,,
Alexis,,comicus,"parasiti personam primum inventam esse ab Alexide tradunt nonnulli",,,6,6.235e,6.27@6.28,,
Alexis,Samius,,,"Σαμίων ὥρων",βʹ,13,13.572f,13.31,,
Alexis,Samius,,,"Σαμίων ὥρων",γʹ,12,12.540d,12.57,,
Alexon,,,,"περὶ αὐλῶν",,4,4.182c,4.79@4.80,,
Amaranthus,Alexandrinus,,,"περὶ σκηνῆς",,8,8.343e,8.31,,
Amaranthus,Alexandrinus,,,"περὶ σκηνῆς",,10,10.414f,10.7,,
Amerias,Macedo,,,,,2,2.52c,2.39,,
Amerias,Macedo,,,,,3,3.76e,3.10@3.11,,
Amerias,Macedo,,,,,3,3.114c,3.81,,
Amerias,Macedo,,,,,3,3.114e,3.81@3.82,,
Amerias,Macedo,,,,,6,6.267c,6.93,,
Amerias,Macedo,,,,,9,9.369a,9.7@9.8,,
Amerias,Macedo,,,,,10,10.425c,10.25,,
Amerias,Macedo,,,,,11,11.485d,11.70,,
Amerias,Macedo,,,,,15,15.699e,15.57,,
Amerias,Macedo,,,,,15,15.701a,15.60,,
Amerias,Macedo,,,Γλώσσαι,,4,4.176c,4.78,,
Amerias,Macedo,,,Γλώσσαι,,4,4.176e,4.78@4.79,,
Amerias,Macedo,,,Ῥιζοτομικός,,15,15.681f,15.28,,
Amipsias,,comicus,,,,1,1.8e,1.14@1.15,,
Amipsias,,comicus,,Ἀποκοτταβίζοντες,,7,7.307e,7.79,,
Amipsias,,comicus,,Ἀποκοτταβίζοντες,,10,10.426f,10.28,,
Amipsias,,comicus,,Ἀποκοτταβίζοντες,,11,11.473d,11.47,,
Amipsias,,comicus,,Ἀποκοτταβίζοντες,,15,15.666a,15.2,,
Amipsias,,comicus,,Ἀποκοτταβίζοντες,,15,15.667e,15.5@15.6,,
Amipsias,,comicus,,Ἀποκοτταβίζοντες,,15,15.667f,15.6,,
Amipsias,,comicus,,"Κατεσθίων (?)",,7,7.316b,7.100,,
Amipsias,,comicus,,Κόνvoς,,5,5.218d,5.59,,
Amipsias,,comicus,,Κόνvoς,,7,7.327c,7.132@7.133,,
Amipsias,,comicus,,Κόνvoς,,9,9.368e,9.6,,
Amipsias,,comicus,,Σφενδόνῃ,,6,6.270f,6.100,,
Amipsias,,comicus,,Σφενδόνῃ,,9,9.408e,9.75,,
Amipsias,,comicus,,Σφενδόνῃ,,10,10.446d,10.65@10.66,,
Ammonius,,,,"περὶ βωμῶν καὶ θυσιῶν",γʹ,11,11.476f,11.52@11.53,,
Ammonius,,,,"περὶ τῶν Ἀθήνησιν ἑταιρίδων",,13,13.567a,13.21,,
Amphicrates,,,,"περὶ ἐνδόξων ἄνδρῶν",,13,13.576c,13.37,,
Amphilochus,,,,,,2,2.54d,2.43,,
Amphion,Thespiensis,,,"περὶ τοῦ ἐν Ἑλικῶνι μουσείου",βʹ,14,14.629a,14.26,,
Amphis,,comicus,,,,1,1.8c,1.14,,
Amphis,,comicus,,,,1,1.30b,1.54@1.55,,
Amphis,,comicus,,,,1,1.30e,1.55@1.56,,
Amphis,,comicus,,,,1,1.34e,1.62,,
Amphis,,comicus,,,,2,2.44a,2.20,,
Amphis,,comicus,,,,2,2.47f,2.29,,
Amphis,,comicus,,,,2,2.50f,2.35,,
Amphis,,comicus,,,,2,2.67b,2.74@2.75,,
Amphis,,comicus,,,,4,4.168c,4.66,,
Amphis,,comicus,,Ἀθάμας,,13,13.559a,13.7,,
Amphis,,comicus,,Βαλανεῖον,,3,3.123e,3.96@3.97,,
Amphis,,comicus,,Γυναικοκρατία,,8,8.336c,8.14,,
Amphis,,comicus,,Γυναικομανία,,9,9.386e,9.36@9.37,,
Amphis,,comicus,,Γυναικομανία,,14,14.642a,14.49,,
Amphis,,comicus,,Διθύραμβος,,4,4.175a,4.76,,
Amphis,,comicus,,Διθύραμβος,,13,13.563c,13.14,,
Amphis,,comicus,,"Ἑπτὰ ἐπὶ Θήβαις",,7,7.295e,7.46,,
Amphis,,comicus,,"Ἑπτὰ ἐπὶ Θήβαις",,7,7.295f,7.46,,
Amphis,,comicus,,Ἔριθοι,,10,10.426a,10.27,,
Amphis,,comicus,,Ἰάκειμος,,2,2.69b,2.79@2.80,,
Amphis,,comicus,,Ἰάκειμος,,7,7.309a,7.81@7.82,,
Amphis,,comicus,,Ἰάκειμος,,8,8.336c,8.14,,
Amphis,,comicus,,Κουρίς,,13,13.567f,13.22,,
Amphis,,comicus,,Κουρίς,,13,13.591d,13.60,,
Amphis,,comicus,,Λευκάς,,2,2.57b,2.48@2.49,,
Amphis,,comicus,,Λευκάς,,7,7.277d,7.5,,
Amphis,,comicus,,Ὀδυσσεύς,,15,15.691a,15.42,,
Amphis,,comicus,,Οὐρανός,,3,3.100b,3.56@3.57,,
Amphis,,comicus,,Πάν,,10,10.421a,10.17,,
Amphis,,comicus,,Πλάνος,,6,6.224d,6.4@6.5,,
Amphis,,comicus,,Πλάνος,,10,10.423a,10.20,,
Amphis,,comicus,,Φιλάδελφοι,,10,10.447f,10.68,,
Amphis,,comicus,,Φιλέταιρος,,7,7.295f,7.46,,
Amyntas,,,,Σταθμοί,,10,10.442b,10.59,,
Amyntas,,,,Σταθμοί,,12,12.514f,12.9,,
Amyntas,,,,"ἐν γʹ Σταθμῶν",,12,12.529e,12.39,,
Amyntas,,,,"ἐν Σταθμοῖς Περσικοῖς",,2,2.67a,2.74,,
Amyntas,,,,"ἐν τῷ πρώτῳ τῶν τῆς Ἀσίας Σταθμῶν",,11,11.500d,11.102,,
Anacreon,,,,,,1,1.12a,1.20,,
Anacreon,,,,,,1,1.21a,1.37@1.38,,
Anacreon,,,,,,4,4.177a,4.79,,
Anacreon,,,,,,4,4.182f,4.80,,
Anacreon,,,,,,6,6.229b,6.14@6.15,,
Anacreon,,,,,,9,9.396d,9.54,,
Anacreon,,,,,,10,10.427a,10.28@10.29,,
Anacreon,,,,,,10,10.429b,10.33@10.34,,
Anacreon,,,,,,11,11.460c,11.2,,
Anacreon,,,,,,11,11.463a,11.7@11.8,,
Anacreon,,,,,,11,11.782a,11.17@11.18,,
Anacreon,,,,,,11,11.472e,11.44@11.45,,
Anacreon,,,,,,11,11.475c,11.49@11.50,,
Anacreon,,,,,,11,11.475f,11.50,,
Anacreon,,,,,,11,11.498c,11.99,,
Anacreon,,,,,,12,12.533e,12.45@12.46,,
Anacreon,,,,,,12,12.534a,12.46,,
Anacreon,,,,,,13,13.564d,13.17,,
Anacreon,,,,,,13,13.599c,13.72,,
Anacreon,,,,,,14,14.634c,14.35,,
Anacreon,,,,,,14,14.634f,14.36,,
Anacreon,,,,,,14,14.635c,14.36@14.37,,"range start"
Anacreon,,,,,,14,14.635d,14.37,,range
Anacreon,,,,,,14,14.635e,14.37,,"range end"
Anacreon,,,,,,14,14.646d,14.55,,
Anacreon,,,,,,15,15.671e,15.11,,
Anacreon,,,,,,15,15.674c,15.16,,
Anacreon,,,,,,15,15.674d,15.16,,
Anacreon,,,,,,15,15.687e,15.36,,
Anacreon,,,,,,15,15.690b,15.41,,
Anacreon,,,,,,15,15.690c,15.41,,
Anacreon,,,,,,15,15.693f,15.48@15.49,,
Anacreon,,,"in Anacreontis laudem epigramma Critiae",,,13,13.600d,13.74,,
Anacreon,,,"in Anacreontis laudem epigramma Critiae",,,13,13.600e,13.74,,
Anacreon,,,"commentarios in Anacreontis carmina scripsere Chamaeleon Ponticus‚ Aristarchus, Tenarus",,,0,,,,
Anagallis,,,,,,1,1.14d,1.24@1.25,,
Ananius,,"ὁ ἰαμβοποιὸς",,,,3,3.78f,3.15,,
Ananius,,"ὁ ἰαμβοποιὸς",,,,7,7.282b,7.16,,
Ananius,,"ὁ ἰαμβοποιὸς",,,,9,9.370b,9.9,,
Ananius,,,,"Ἀνάνιος ἢ Ἱππῶναξ ἐν τοῖς ἰάμβοις",,14,14.625c,14.20,,
Anaxagoras,,,"eius sententia de Nili incremento II cap. 87 Τ. I. p. 130 ed. nostrae",Φυσικοὶ,,2,2.57d,2.49@2.50,,
Anaxandrides,,comicus,,,,1,1.28f,1.51,,
Anaxandrides,,comicus,,,,1,1.34d,1.62,,
Anaxandrides,,comicus,,,,2,2.39a,2.8,,
Anaxandrides,,comicus,,,,2,2.48a,2.29@2.30,,
Anaxandrides,,comicus,,,,2,2.57e,2.50,,
Anaxandrides,,comicus,,,,2,2.68b,2.77,,
Anaxandrides,,comicus,,,,5,5.222b,5.65,,
Anaxandrides,,comicus,,,,11,11.502b,11.105@11.106@11.107,,
Anaxandrides,,comicus,,,,15,15.688b,15.36,,
Anaxandrides,,comicus,"genere Rhodius ex Camiro",,,9,9.374b,9.16,,
Anaxandrides,,comicus,"si qua comoedia victoriam non reportasset, eam non retractabat, sed in forum ubi thus et odores venduntur discerpendam mittere consueverat atque ita e medio tollere",,,9,9.374a,9.16,,
Anaxandrides,,comicus,"si qua comoedia victoriam non reportasset, eam non retractabat, sed in forum ubi thus et odores venduntur discerpendam mittere consueverat atque ita e medio tollere",,,9,9.374b,9.16,,
Anaxandrides,,comicus,,Ἀγροῖκοι,,11,11.463f,11.10,,
Anaxandrides,,comicus,,Ἀγροῖκοι,,11,11.481f,11.63,,
Anaxandrides,,comicus,,Ἀγροῖκοι,,14,14.642b,14.49,,
Anaxandrides,,comicus,,Ἀγχίσης,,6,6.263b,6.83,,
Anaxandrides,,comicus,,Αἰσχρά,,10,10.455f,10.83,,
Anaxandrides,,comicus,,Αἰσχρά,,11,11.502b,11.105@11.106@11.107,,
Anaxandrides,,comicus,,Ἀντερῶν,,14,14.654b,14.69,,
Anaxandrides,,comicus,,Γεροντομανίᾳ,,13,13.570d,13.26,,
Anaxandrides,,comicus,,Γεροντομανίᾳ,,13,13.570e,13.26@13.27,,
Anaxandrides,,comicus,,Γεροντομανίᾳ,,14,14.614c,14.2@14.3,,
Anaxandrides,,comicus,,Διθύραμβον,,9,9.374a,9.16,"aliquando docuisse Anaxandrides traditur",
Anaxandrides,,comicus,,Ἡρακλῆς,,14,14.638c,14.42,,
Anaxandrides,,comicus,,Ἡρακλῆς,,14,14.638d,14.42@14.43,,
Anaxandrides,,comicus,,Θησαυρός,,4,4.176a,4.78,,
Anaxandrides,,comicus,,Θησαυρός,,15,15.694e,15.50,,
Anaxandrides,,comicus,,Θησαυρός,,15,15.694f,15.50,,
Anaxandrides,,comicus,,Κερκίον,,3,3.106a,3.66,,
Anaxandrides,,comicus,,Κυνηγέται,,6,6.247f,6.52,,
Anaxandrides,,comicus,,Λυκοῦργος,,3,3.105f,3.66,,
Anaxandrides,,comicus,,Λυκοῦργος,,7,7.329e,7.138@7.139,,
Anaxandrides,,comicus,,Μελίλωτος,,11,11.460e,11.3,,
Anaxandrides,,comicus,,Μελίλωτος,,14,14.654f,14.70,,
Anaxandrides,,comicus,,Μελίλωτος,,14,14.655a,14.70,,
Anaxandrides,,comicus,,Νηρεύς,,7,7.295e,7.46,,
Anaxandrides,,comicus,,Νηρηίδες,,11,11.482c,11.64,,
Anaxandrides,,comicus,,Νηρηίδες,,11,11.482d,11.64,,
Anaxandrides,,comicus,,Ὀδυσσεύς,,6,6.227b,6.10@6.11,,
Anaxandrides,,comicus,,Ὀδυσσεύς,,6,6.243e,6.43,,
Anaxandrides,,comicus,,Ὀδυσσεύς,,7,7.307e,7.79,,
Anaxandrides,,comicus,,Ὀπλομάχος,,4,4.182d,4.80,,
Anaxandrides,,comicus,,Ὀπλομάχος,,14,14.634e,14.35@14.36,,
Anaxandrides,,comicus,,Πάνδαρος,,3,3.105f,3.66,,
Anaxandrides,,comicus,,Πόλεις,,7,7.299e,7.55,,
Anaxandrides,,comicus,,Πόλεις,,7,7.299f,7.55,,
Anaxandrides,,comicus,,Πρωτεσίλαος,,4,4.131a,4.6@4.7,,"range start"
Anaxandrides,,comicus,,Πρωτεσίλαος,,4,4.131b,4.7,,range
Anaxandrides,,comicus,,Πρωτεσίλαος,,4,4.131c,4.7,,range
Anaxandrides,,comicus,,Πρωτεσίλαος,,4,4.131d,4.7,,range
Anaxandrides,,comicus,,Πρωτεσίλαος,,4,4.131e,4.7,,range
Anaxandrides,,comicus,,Πρωτεσίλαος,,4,4.131f,4.7@4.8,,"range end"
Anaxandrides,,comicus,,Πρωτεσίλαος,,12,12.553d,12.78,,
Anaxandrides,,comicus,,Πρωτεσίλαος,,12,12.553e,12.78@12.79,,
Anaxandrides,,comicus,,Πρωτεσίλαος,,15,15.689f,15.40,,
Anaxandrides,,comicus,,Σαμία,,6,6.255a,6.66,,
Anaxandrides,,comicus,,Σανυρίας,,3,3.95e,3.48@3.49,,
Anaxandrides,,comicus,,Τηρεύς,,4,4.166d,4.61,,
Anaxandrides,,comicus,,Τηρεύς,,9,9.373f,9.16,,
Anaxandrides,,comicus,,Τηρεύς,,15,15.691a,15.42,,
Anaxandrides,,comicus,,Φαρμακομάντις,,6,6.261f,6.80,,
Anaxandrides,,comicus,,Φιαληφόρος,,4,4.176a,4.78,,
Anaxilas,,comicus,,,,2,2.63a,2.62@2.63,,
Anaxilas,,comicus,,,,2,2.63b,2.63,,
Anaxilas,,comicus,,,,2,2.68d,2.78,,
Anaxilas,,comicus,,,,6,6.254c,6.65,,
Anaxilas,,comicus,,,,11,11.784a,11.26@11.27,,
Anaxilas,,comicus,,Αὐλητής,,3,3.124f,3.98,,
Anaxilas,,comicus,,Εὐανδρία,,6,6.224a,6.3,,
Anaxilas,,comicus,,Καλυψώ,,3,3.95c,3.48,,
Anaxilas,,comicus,,Καλυψώ,,4,4.171f,4.71,,
Anaxilas,,comicus,,Κίρκη,,3,3.95b,3.48,,
Anaxilas,,comicus,,Κίρκη,,9,9.374e,9.17,,
Anaxilas,,comicus,,Κίρκη,,9,9.374f,9.17,,
Anaxilas,,comicus,,Λυροποιός,,4,4.183b,4.81,,
Anaxilas,,comicus,,Λυροποιός,,12,12.548c,12.70@12.71,,
Anaxilas,,comicus,,Μάγειροι,,3,3.95b,3.48,,
Anaxilas,,comicus,,Μονότροπος,,7,7.307c,7.78,,
Anaxilas,,comicus,,Μονότροπος,,8,8.342d,8.28,,
Anaxilas,,comicus,,Νεοττίς,,6,6.254c,6.65,,
Anaxilas,,comicus,,Νεοττίς,,13,13.558a,13.6,,
Anaxilas,,comicus,,Νεοττίς,,13,13.572b,13.29@13.30,,
Anaxilas,,comicus,,Νηρεύς,,10,10.426c,10.27@10.28,,
Anaxilas,,comicus,,Ὀρνιθοκόμοι,,14,14.655a,14.70,,
Anaxilas,,comicus,,Πλούσιοι,,10,10.416e,10.10,,
Anaxilas,,comicus,,Ὑάκινθος,,14,14.623e,14.18,,
Anaxilas,,comicus,,"ἐν Ὑακίνθῳπορνοβοσκῷ",,9,9.385f,9.35,"ubi ἐν Ὑακίνθῳ ἠ Πορνοβοσκῷ coniecit Schweighaeuserus",
Anaxilas,,comicus,,Χάριτες,,10,10.416e,10.10,,
Anaxilas,,comicus,,Χρυσοχόος,,10,10.416d,10.10,,
Anaximander,,,,Ἡρωολογία,,11,11.498b,11.99,,
Anaximenes,Lampsacenis,,,"Βασιλέων μεταλλαγαί",,12,12.531d,12.41,,
Anaximenes,Lampsacenis,,,"Πρῶται ἱστορίαι",,6,6.231c,6.19,,
Anaxippus,,comicus,,Κεραυνός,,10,10.416f,10.10,,
Anaxippus,,comicus,,Κεραυνούμενος,,13,13.610f,13.92,,
Anaxippus,,comicus,,Κιθαρῳδός,,4,4.169b,4.67@4.68,,
Anaxippus,,comicus,,Φρέαρ,,11,11.486e,11.72@11.73,,
Anaxippus,,comicus,,Φρέαρ,,11,11.486f,11.73,,
Andreas,,medicus,,,,3,3.115e,3.83,,
Andreas,,medicus,,,,15,15.675c,15.17,,
Andreas,,medicus,,"περὶ δακέτων",,7,7.312d,7.90,,
Andreas,,medicus,,"περὶ τῶν ψευδῶς πεπιστευμένων",,7,7.312e,7.90@7.91,,
Andreas,Panormitanus,,,"Σικελικὰ κατὰ πόλιν",λγʹ,14,14.634a,14.34,,
Andriscus,,,,Ναξιακά,,3,3.78c,3.14,,
Androcydes,,medicus,,,,6,6.258b,6.72,,
Andron,Alexandrinus,,,Χρονικά,,4,4.184b,4.83,,
Andron,,medicus,,,,15,15.680e,15.26@15.27,,
