Name,Ethnicon_1,Ethnicon_2,Ethnicon_3,Characterization,Note,Work,Sub_Work,Note_Work,Passage,Book,Casaubon_Reference,Kaibel_Reference,Asterisk,Note_Reference,Is_Range
PHRYNICHVS,,,,comicus,,"Ἀπελεύθεροι fabula",,,,3,3.115b,3.82,,,
PHRYNICHVS,,,,comicus,,Ἐφιάλτης,,,"fr. 2",4,4.184f,4.84,,,
PHRYNICHVS,,,,comicus,,Ἐφιάλτης,,,"fr. 3",4,4.165b,4.58@4.59,,,"range start"
PHRYNICHVS,,,,comicus,,Ἐφιάλτης,,,"fr. 3",4,4.165c,4.59,,,"range end"
PHRYNICHVS,,,,comicus,,Κρόνος,,,"fr. 12",9,9.371f,9.13,,,
PHRYNICHVS,,,,comicus,,Κωμασταί,,,"fr. 15",11,11.474b,11.48,,,
PHRYNICHVS,,,,comicus,,Μονότροπος,,,"fr. 23",6,6.248c,6.52@6.53,,,
PHRYNICHVS,,,,comicus,,Μονότροπος,,,"fr. 24",15,15.700e,15.60,,adn.*,
PHRYNICHVS,,,,comicus,,Μονότροπος,,,"fr. 25",3,3.74a,3.4@3.5,,,
PHRYNICHVS,,,,comicus,,Μοῦσαι,,,"fr. 35",7,7.319a,7.108@7.109,,,
PHRYNICHVS,,,,comicus,,Ποάστριαι,,,"fr. 38",3,3.110e,3.75,,,
PHRYNICHVS,,,,comicus,,Ποάστριαι,,,"fr. 40",10,10.424c,10.23,,,
PHRYNICHVS,,,,comicus,,Σάτυροι,,,fr.49,3,3.87b,3.33,,,
PHRYNICHVS,,,,comicus,,Τραγῳδοί,,,"fr. 50",7,7.287b,7.27@7.28,,,
PHRYNICHVS,,,,comicus,,Τραγῳδοί,,,"fr. 51",14,14.654b,14.69,,,
PHRYNICHVS,,,,comicus,,Τραγῳδοί,,,"fr. 53",9,9.389a,9.41,,,
PHRYNICHVS,,,,comicus,,Τραγῳδοί,,,"fr. 57",6,6.229a,6.14,,,
PHRYNICHVS,,,,comicus,,"fab. incert.",,,"fr. 60",2,2.53a,2.40,,,
PHRYNICHVS,,,,comicus,,"fab. incert.",,,"fr. 61",2,2.59c,2.53@2.54,,,
PHRYNICHVS,,,,comicus,,"fab. incert.",,,"fr. 66",2,2.47f,2.29,,,
PHRYNICHVS,,,,comicus,,"fab. incert.",,,"fr. 68",2,2.52c,2.39,,,
PHRYNICHVS,,,,comicus,,"fab. incert.",,,"fr. 69",2,2.44d,2.21@2.22,,,
PHRYNIS,,,,,,Νόμοι,,,,14,14.638c,14.42,,,
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ γʹ",,"fr. 1",8,8.334a,8.8@8.9,,,"range start"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ γʹ",,"fr. 1",8,8.334b,8.9@8.10,,,"range end"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ γʹ",,"fr. 2",4,4.150d,4.33@4.34,,,"range start"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ γʹ",,"fr. 2",4,4.150e,4.34,,,range
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ γʹ",,"fr. 2",4,4.150f,4.34@4.35,,,"range end"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ γʹ",,"fr. 3",10,10.412f,10.4,,,"range start"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ γʹ",,"fr. 3",10,10.413a,10.4,,,"range end"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τετάρτη",,"fr. 4",8,8.333a,8.6,,,
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τετάρτη",,"fr. 5",9,9.401d,9.64,,,
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ςʹ",,"fr. 6",14,14.614e,14.3,,,"range start"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ςʹ",,"fr. 6",14,14.614f,14.3,,,range
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ςʹ",,"fr. 6",14,14.615a,14.3@14.4,,,"range end"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ςʹ",,"fr. 7",10,10.438c,10.51,,,"range start"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ςʹ",,"fr. 7",10,10.438d,10.51@10.52,,,"range end"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ςʹ",,"fr. 8",6,6.251c,6.58,,,
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ςʹ",,"fr. 9",3,3.81e,3.21,,,
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ςʹ",,"fr. 10",10,10.442c,10.59,,,
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ςʹ",,"fr. 10a",6,6.271b,6.101,,,"range start"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ςʹ",,"fr. 10a",6,6.271c,6.101,,,"range end"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ςʹ",,"fr. 11",4,4.150d,4.33@4.34,,,
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ζʹ",,"fr. 12",15,15.673f,15.15,,,
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ζʹ",,"fr. 13",2,2.44b,2.20@2.21,,"cf. adn.",
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ιʹ",,"fr. 18",13,13.609b,13.89,,,"range start"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ιʹ",,"fr. 18",13,13.609c,13.89,,,"range end"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ιʹ",,"fr. 19",12,12.536d,12.51,,,
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ιʹ",,"fr. 20",6,6.261b,6.77@6.78,,,
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"διὰ τῆς ιαʹ",,"fr. 22",12,12.528c,12.36@12.37,,,
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ιβʹ",,"fr. 23",13,13.593b,13.64,,,"range start"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ιβʹ",,"fr. 23",13,13.593c,13.64,,,range
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ιβʹ",,"fr. 23",13,13.593d,13.64,,,"range end"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ιβʹ",,"fr. 24",15,15.693f,15.48@15.49,,,
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ιβʹ",,"fr. 25",13,13.606d,13.85,,,"range start"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ιβʹ",,"fr. 25",13,13.606e,13.85,,,range
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ιβʹ",,"fr. 25",13,13.606f,13.85,,,"range end"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ιγʹ",,"fr. 28",6,6.254f,6.65@6.66,,,"range start"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ιγʹ",,"fr. 28",6,6.255a,6.66,,,"range end"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ιδʹ",,"fr. 29",6,6.261b,6.77@6.78,,,
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ιδʹ",,"fr. 30",13,13.593e,13.64@13.65,,,
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"ἐν τῇ ιθʹ",,"fr. 35",13,13.609a,13.89,,,
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"διὰ τῆς εἰκοστῆς",,"fr. 36",13,13.606f,13.85,,,"range start"
PHYLARCHVS,"ὁ Ἀθηναῖος (2.58c)","ἢ Ναυκρατίτης (2.58c)",,,,Ἱστοριῶν,"διὰ τῆς εἰκοστῆς",,"fr. 36",13,13.607a,13.85@13.86,,,"range end"
