Name,Ethnicon_1,Ethnicon_2,Ethnicon_3,Characterization,Note,Work,Sub_Work,Note_Work,Passage,Book,Casaubon_Reference,Kaibel_Reference,Asterisk,Note_Reference,Is_Range
HEGESANDER,"ὁ Δελφός",,,,,"ἐν (τοῖς) Ὑπομνήμασιν",,,"fr. 29",3,3.107e,3.69@3.70,,"errore citatur 3.83a",
HEGESANDER,"ὁ Δελφός",,,,,"ἐν (τοῖς) Ὑπομνήμασιν",,,"fr. 31",8,8.365d,8.68,,"errore citatur 3.83a",
HEGESANDER,"ὁ Δελφός",,,,,"ἐν (τοῖς) Ὑπομνήμασιν",,,"fr. 32",11,11.479d,11.58,,"errore citatur 3.83a",
HEGESANDER,"ὁ Δελφός",,,,,"ἐν (τοῖς) Ὑπομνήμασιν",,,"fr. 34",10,10.419d,10.14,,"errore citatur 3.83a","range start"
HEGESANDER,"ὁ Δελφός",,,,,"ἐν (τοῖς) Ὑπομνήμασιν",,,"fr. 34",10,10.419e,10.14@10.15,,"errore citatur 3.83a","range end"
HEGESANDER,"ὁ Δελφός",,,,,"ἐν (τοῖς) Ὑπομνήμασιν",,,"fr. 36",3,3.87b,3.33,,"errore citatur 3.83a",
HEGESANDER,"ὁ Δελφός",,,,,"ἐν (τοῖς) Ὑπομνήμασιν",,,"fr. 37",3,3.108a,3.70@3.71,,"errore citatur 3.83a",
HEGESANDER,"ὁ Δελφός",,,,,"ἐν (τοῖς) Ὑπομνήμασιν",,,"fr. 40",8,8.334e,8.11,,"errore citatur 3.83a","range start"
HEGESANDER,"ὁ Δελφός",,,,,"ἐν (τοῖς) Ὑπομνήμασιν",,,"fr. 40",8,8.334f,8.11@8.12,,"errore citatur 3.83a","range end"
HEGESANDER,"ὁ Δελφός",,,,,"ἐν (τοῖς) Ὑπομνήμασιν",,,"fr. 42",9,9.400d,9.62@9.63,,"errore citatur 3.83a","range start"
HEGESANDER,"ὁ Δελφός",,,,,"ἐν (τοῖς) Ὑπομνήμασιν",,,"fr. 42",9,9.400e,9.63,,"errore citatur 3.83a","range end"
HEGESANDER,"ὁ Δελφός",,,,,"ἐν (τοῖς) Ὑπομνήμασιν",,,"fr. 44",14,14.656c,14.73,,"errore citatur 3.83a",
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 3",6,6.260a,6.76,,,"range start"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 3",6,6.260b,6.76,,,"range end"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 5",7,7.289c,7.33,,,"range start"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 5",7,7.289d,7.33@7.34,,,range
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 5",7,7.289e,7.34,,,range
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 5",7,7.289f,7.34@7.35,,,"range end"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 6",6,6.249d,6.55,,,"range start"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 6",6,6.249e,6.55@6.56,,,"range end"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 7",6,6.251a,6.57@6.58,,,"range start"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 7",6,6.251b,6.58,,,"range end"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 8",4,4.167e,4.64,,,"range start"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 8",4,4.167f,4.64,,,"range end"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 9",6,6.250d,6.56@6.57,,,"range start"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 9",6,6.250e,6.57,,,range
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 9",6,6.250f,6.57,,,"range end"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 10",4,4.132c,4.8@4.9,,,
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 11",8,8.350a,8.42,,,"range start"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 11",8,8.350b,8.42,,,"range end"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 13",1,1.19c,1.34,,,
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 15",8,8.340f,8.25,,,
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 16",8,8.343e,8.31,,,
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 17",8,8.343d,8.30,,,
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 18",12,12.544c,12.63,,,"range start"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 18",12,12.544d,12.63,,,"range end"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 19",8,8.344a,8.31@8.32,,,
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 20",10,10.444d,10.62@10.63,,,
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 21",11,11.477e,11.53@11.54,,,
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 23",10,10.432b,10.39@10.40,,,"range start"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 23",10,10.432c,10.40,,,range
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 23",10,10.432d,10.40@10.41,,,"range end"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 24",2,2.44c,2.21,,,
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 25",13,13.572d,13.30@13.31,,,"range start"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 25",13,13.572e,13.31,,,"range end"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 27",13,13.592b,13.61@13.62,,,
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 28",13,13.584f,13.47@13.48,,,
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 30",4,4.174a,4.74@4.75,,,
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 33",1,1.18a,1.31,,,
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 35",2,2.62d,2.60@2.61@2.62,,,
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 38",6,6.229a,6.14,,,
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 39",7,7.325c,7.126,,,
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 41",2,2.52a,2.37@2.38,,,
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 43",14,14.652f,14.67,,,"range start"
HEGESANDER,"ὁ Δελφός",,,,,"libro non nominato",,,"fr. 43",14,14.653a,14.67,,,"range end"
HEGESIANAX,"ὁ Ἀλεξανδρεύς",,,,,"ὁ τὰ Κεφαλίωνος ἐπιγραφόμενα Τρωικὰ συνθείς",,,"fr. 3",9,9.393d,9.49,,,
HEGESIANAX,"ὁ Ἀλεξανδρεύς",,,,,"ὁ τὰς Ἱστορίας γράψας",,,,3,3.80d,3.19,,,
HEGESIANAX,"ὁ Ἀλεξανδρεύς",,,,,"ὁ τὰς Ἱστορίας γράψας",,,,4,4.155b,4.42,,,
HEGESIANAX,"ὁ Ἀλεξανδρεύς",,,,,"ποιήματα (?)",,,,4,4.155b,4.42,,,
HEGESIAS,,,,,,,,,,0,,,,"v. ΚΥΠΡΙΑ ΕΠΗ",
HEGESIPPVS,,,,comicus,,Ἀδελφοί,,,"fr. 1",7,7.290b,7.36,,"adn.; cf. 9.405d-e","range start"
HEGESIPPVS,,,,comicus,,Ἀδελφοί,,,"fr. 1",7,7.290c,7.36,,"adn.; cf. 9.405d-e",range
HEGESIPPVS,,,,comicus,,Ἀδελφοί,,,"fr. 1",7,7.290d,7.36,,"adn.; cf. 9.405d-e",range
HEGESIPPVS,,,,comicus,,Ἀδελφοί,,,"fr. 1",7,7.290e,7.36@7.37,,"adn.; cf. 9.405d-e","range end"
HEGESIPPVS,,,,comicus,,Φιλέταιροι,,,"fr. 2",7,7.279d,7.9@7.10,,,
HEGESIPPVS,"ὁ Ταραντῖνος (12.516c)",,,,,Ὀψαρτυτικά,,,,12,12.516c,12.11@12.12,,,"range start"
HEGESIPPVS,"ὁ Ταραντῖνος (12.516c)",,,,,Ὀψαρτυτικά,,,,12,12.516d,12.12,,,"range end"
HELIODORVS,"ὁ Ἀθηναῖος (6.299e)",,,"ὁ περιηγητής (9.406c)",,"ἐν αʹ περὶ Ἀκροπόλεως",,,"fr. 3",9,9.406c,9.71,,,"range start"
HELIODORVS,"ὁ Ἀθηναῖος (6.299e)",,,"ὁ περιηγητής (9.406c)",,"ἐν αʹ περὶ Ἀκροπόλεως",,,"fr. 3",9,9.406d,9.71,,,"range end"
HELIODORVS,"ὁ Ἀθηναῖος (6.299e)",,,"ὁ περιηγητής (9.406c)",,"ἐν τοῖς περὶ Ἀκροπόλεως",,,"fr. 5",6,6.229e,6.16,,,
HELIODORVS,"ὁ Ἀθηναῖος (6.299e)",,,"ὁ περιηγητής (9.406c)",,"ἐν τοῖς περὶ Ἀκροπόλεως",,,"fr. 6",2,2.45c,2.23,*,,
HELLANICVS,,,,,,"ἐν τοῖς Αἰγυπτιακοῖς",,,"fr. 149",11,11.470d,11.39@11.40,,,
HELLANICVS,,,,,,"ἐν τοῖς Αἰγυπτιακοῖς",,,"fr. 160",15,15.679f,15.25,,,
HELLANICVS,,,,,,"ἐν τοῖς Αἰγυπτιακοῖς",,,"fr. 160",15,15.680a,15.25,,,
HELLANICVS,,,,,,"ἐν τοῖς Αἰγυπτιακοῖς",,,"fr. 160",15,15.680b,15.25,,,"range start"
HELLANICVS,,,,,,"ἐν τοῖς Αἰγυπτιακοῖς",,,"fr. 160",15,15.680c,15.25@15.26,,,"range end"
HELLANICVS,,,,,,"ἐν τῇ εἰς Ἄμμωνος Ἀναβάσει",,,"fr. 157",14,14.652a,14.66,,,
HELLANICVS,,,,,,"ἐν αʹ Δευκαλιωνείας",,,"fr. 17",10,10.416b,10.9,,,
HELLANICVS,,,,,,"ἐν Ἐθνῶν Ὀνομασίαις",,,"fr. 93",11,11.462a,11.5@11.6,,,"range start"
HELLANICVS,,,,,,"ἐν Ἐθνῶν Ὀνομασίαις",,,"fr. 93",11,11.462b,11.6,,,"range end"
HELLANICVS,,,,,,"ἐν ταῖς Ἱστορίαις",,,"fr. 3",9,9.410f,9.79@9.80,,,
HELLANICVS,,,,,,"ἐν Καρνεονίκαις, ἔν τε τοῖς ἐμμέτροις κἀν τοῖς καταλογάδην",,,"fr. 122",14,14.635e,14.37,,,
HELLANICVS,,,,,,"ἐν Κτίσεσιν",,,"fr. 110",10,10.447c,10.67,,,
HELLANICVS,,,,,,"ἐν τῷ βʹ τῆς Φορωνίδος",,,"fr. 3",9,9.410f,9.79@9.80,,,
HELLANICVS,,,,,,"libri incerti",,,"fr. 155",1,1.34a,1.60@1.61,,,
HENIOCHVS,,,,comicus,,Γοργόνες,,,"fr. 1",11,11.483e,11.66,,,
HENIOCHVS,,,,comicus,,Πολύευκτος,,,"fr. 2",9,9.396d,9.54,,,
HENIOCHVS,,,,comicus,,Πολυπράγμων,,,"fr. 3",6,6.271a,6.100,,,
HENIOCHVS,,,,comicus,,Τροχίλος,,,"fr. 4",9,9.408a,9.73@9.74,,,"range start"
HENIOCHVS,,,,comicus,,Τροχίλος,,,"fr. 4",9,9.408b,9.74@9.75,,,"range end"
HEPHAESTIO,,,,sophista,,"Περὶ τοῦ παρ’ Ἀνακρέοντι λυγίνου στεφάνου",,,,15,15.673e,15.15,,,
HEPHAESTIO,,,,sophista,,"Περὶ τοῦ παρὰ Ξενοφῶντι ἐν τοῖς Ἀπομνημονεύμασιν Ἀντιφῶντος",,,,15,15.673f,15.15,,,
HERACLEO,"ὁ Ἐφέσιος",,,grammaticus,,,,,,2,2.52b,2.38@2.39,,,
HERACLEO,"ὁ Ἐφέσιος",,,grammaticus,,,,,,3,3.76a,3.9,,,
HERACLEO,"ὁ Ἐφέσιος",,,grammaticus,,,,,,3,3.111c,3.76,,,
HERACLEO,"ὁ Ἐφέσιος",,,grammaticus,,,,,,7,7.303b,7.65@7.66,,,
HERACLEO,"ὁ Ἐφέσιος",,,grammaticus,,,,,,7,7.308e,7.81,,,
HERACLEO,"ὁ Ἐφέσιος",,,grammaticus,,,,,,11,11.503a,11.108@11.109,,,
HERACLEO,"ὁ Ἐφέσιος",,,grammaticus,,,,,,11,11.479a,11.57,,"fort. Ἡράκλειτος cod., cf. adn.",
HERACLEO,"ὁ Ἐφέσιος",,,grammaticus,,,,,,14,14.647b,14.56,,,
HERACLIDES,"ὁ Κυμαῖος (4.145a, 12.517b)",,,"ὁ τὰ Περσικὰ συγγράψας (4.145a, 12.517b)",,"ἐν ἁ Περσικῶν",,,"fr. 1",12,12.514b,12.8,,,"range start"
HERACLIDES,"ὁ Κυμαῖος (4.145a, 12.517b)",,,"ὁ τὰ Περσικὰ συγγράψας (4.145a, 12.517b)",,"ἐν ἁ Περσικῶν",,,"fr. 1",12,12.514c,12.8,,,"range end"
HERACLIDES,"ὁ Κυμαῖος (4.145a, 12.517b)",,,"ὁ τὰ Περσικὰ συγγράψας (4.145a, 12.517b)",,"ἐν τῷ βʹ τῶν ἐπιγραφομένων Παρασκευαστικῶν",,,"fr. 2",4,4.145a,4.25@4.26,,,"range start"
HERACLIDES,"ὁ Κυμαῖος (4.145a, 12.517b)",,,"ὁ τὰ Περσικὰ συγγράψας (4.145a, 12.517b)",,"ἐν τῷ βʹ τῶν ἐπιγραφομένων Παρασκευαστικῶν",,,"fr. 2",4,4.145b,4.26,,,range
HERACLIDES,"ὁ Κυμαῖος (4.145a, 12.517b)",,,"ὁ τὰ Περσικὰ συγγράψας (4.145a, 12.517b)",,"ἐν τῷ βʹ τῶν ἐπιγραφομένων Παρασκευαστικῶν",,,"fr. 2",4,4.145c,4.26,,,range
HERACLIDES,"ὁ Κυμαῖος (4.145a, 12.517b)",,,"ὁ τὰ Περσικὰ συγγράψας (4.145a, 12.517b)",,"ἐν τῷ βʹ τῶν ἐπιγραφομένων Παρασκευαστικῶν",,,"fr. 2",4,4.145d,4.26,,,range
HERACLIDES,"ὁ Κυμαῖος (4.145a, 12.517b)",,,"ὁ τὰ Περσικὰ συγγράψας (4.145a, 12.517b)",,"ἐν τῷ βʹ τῶν ἐπιγραφομένων Παρασκευαστικῶν",,,"fr. 2",4,4.145e,4.26,,,range
HERACLIDES,"ὁ Κυμαῖος (4.145a, 12.517b)",,,"ὁ τὰ Περσικὰ συγγράψας (4.145a, 12.517b)",,"ἐν τῷ βʹ τῶν ἐπιγραφομένων Παρασκευαστικῶν",,,"fr. 2",4,4.145f,4.26,,,range
HERACLIDES,"ὁ Κυμαῖος (4.145a, 12.517b)",,,"ὁ τὰ Περσικὰ συγγράψας (4.145a, 12.517b)",,"ἐν τῷ βʹ τῶν ἐπιγραφομένων Παρασκευαστικῶν",,,"fr. 2",4,4.146a,4.26@4.27,,,"range end"
HERACLIDES,"ὁ Κυμαῖος (4.145a, 12.517b)",,,"ὁ τὰ Περσικὰ συγγράψας (4.145a, 12.517b)",,"ἐν τοῖς Παρασκευαστικοῖς",,,"fr. 4",12,12.517b,12.13,,,"range start"
HERACLIDES,"ὁ Κυμαῖος (4.145a, 12.517b)",,,"ὁ τὰ Περσικὰ συγγράψας (4.145a, 12.517b)",,"ἐν τοῖς Παρασκευαστικοῖς",,,"fr. 4",12,12.517c,12.13,,,"range end"
HERACLIDES,"ὁ Κυμαῖος (4.145a, 12.517b)",,,"ὁ τὰ Περσικὰ συγγράψας (4.145a, 12.517b)",,"sedis incertae",,,"fr. 5",2,2.48c,2.30@2.31,,,
HERACLIDES,"ὁ Λέμβος (sic ubique)",,,,,Ἱστοριῶν,"ἐν τῇ καʹ",,"fr. 3",8,8.333a,8.6,,,"range start"
HERACLIDES,"ὁ Λέμβος (sic ubique)",,,,,Ἱστοριῶν,"ἐν τῇ καʹ",,"fr. 3",8,8.333b,8.6@8.7,,,"range end"
HERACLIDES,"ὁ Λέμβος (sic ubique)",,,,,Ἱστοριῶν,"ἐν τῇ γςʹ",,"fr. 4",13,13.578a,13.40,,,"range start"
HERACLIDES,"ὁ Λέμβος (sic ubique)",,,,,Ἱστοριῶν,"ἐν τῇ γςʹ",,"fr. 4",13,13.578b,13.40@13.41,,,"range end"
HERACLIDES,"ὁ Λέμβος (sic ubique)",,,,,Ἱστοριῶν,"ἐν τῇ λζʹ",,"fr. 6",3,3.98e,3.54,,,
HERACLIDES,"ὁ Λέμβος (sic ubique)",,,,,Ἱστοριῶν,,"libro non indicato",,13,13.566a,13.20,,,
HERACLIDES,"ὁ Μοψεάτης",,,,,,,,,6,6.234d,6.26,,,
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν βʹ περὶ Δικαιοσύνης",,,,12,12.523f,12.26,,,"range start"
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν βʹ περὶ Δικαιοσύνης",,,,12,12.524a,12.26,,,range
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν βʹ περὶ Δικαιοσύνης",,,,12,12.524b,12.26,,,"range end"
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τῷ περὶ Δικαιοσύνης",,,,12,12.521e,12.21,,,"range start"
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τῷ περὶ Δικαιοσύνης",,,,12,12.521f,12.21,,,"range end"
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τῷ περὶ Ἐρωτικῶν",,,,13,13.602b,13.78,,,"range start"
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τῷ περὶ Ἐρωτικῶν",,,,13,13.602c,13.78,,,"range end"
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τῷ περὶ Ἡδονῆς",,,,12,12.512a,12.4@12.5,,,"range start"
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τῷ περὶ Ἡδονῆς",,,,12,12.512b,12.5,,,range
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τῷ περὶ Ἡδονῆς",,,,12,12.512c,12.5,,,"range end"
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τῷ περὶ Ἡδονῆς",,,,12,12.525f,12.30,,,
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τῷ περὶ Ἡδονῆς",,,,12,12.533c,12.44@12.45,,,
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τῷ περὶ Ἡδονῆς",,,,12,12.536f,12.52,,,"range start"
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τῷ περὶ Ἡδονῆς",,,,12,12.537a,12.52,,,range
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τῷ περὶ Ἡδονῆς",,,,12,12.537b,12.52,,,range
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τῷ περὶ Ἡδονῆς",,,,12,12.537c,12.52,,,"range end"
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τῷ περὶ Ἡδονῆς",,,,12,12.552f,12.77,,"cf. adn. 12.554e-f",
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τρίτῳ περὶ Μουσικῆς",,,,10,10.455d,10.82@10.83,,,
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τρίτῳ περὶ Μουσικῆς",,,,14,14.624c,14.18@14.19,,,"range start"
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τρίτῳ περὶ Μουσικῆς",,,,14,14.624d,14.19,,,range
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τρίτῳ περὶ Μουσικῆς",,,,14,14.624e,14.19,,,range
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τρίτῳ περὶ Μουσικῆς",,,,14,14.624f,14.19,,,range
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τρίτῳ περὶ Μουσικῆς",,,,14,14.625a,14.19,,,range
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τρίτῳ περὶ Μουσικῆς",,,,14,14.625b,14.19@14.20,,,range
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τρίτῳ περὶ Μουσικῆς",,,,14,14.625c,14.20,,,range
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τρίτῳ περὶ Μουσικῆς",,,,14,14.625d,14.20,,,range
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τρίτῳ περὶ Μουσικῆς",,,,14,14.625e,14.20@14.21,,,range
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τρίτῳ περὶ Μουσικῆς",,,,14,14.625f,14.21,,,range
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","ἐν τρίτῳ περὶ Μουσικῆς",,,,14,14.626a,14.21@14.22,,,"range end"
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","lescharum versiculus",,,,14,14.649c,14.60@14.61,,"cf. adn.",
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","sedis incertae",,,,15,15.701e,15.62,,,"range start"
HERACLIDES,"ὁ Ποντικός",,,,"ὁ Ποντικὸς λεσχηνευτής (14.649c)","sedis incertae",,,,15,15.701f,15.62@15.63,,,"range end"
HERACLIDAE,"δύο Συρακόσιοι",,,,"uterque scripsit Ὀψαρτυτικά",,,,,12,12.516c,12.11@12.12,,"cf. 14.661e",
HERACLIDAE,"δύο Συρακόσιοι",,,,"uterque scripsit Ὀψαρτυτικά","ἐν Ὀψαρτυτικῷ",,,,2,2.58b,2.50@2.51,,,
HERACLIDAE,"δύο Συρακόσιοι",,,,"uterque scripsit Ὀψαρτυτικά","ἐν Ὀψαρτυτικῷ",,,,3,3.105c,3.65,,,
HERACLIDAE,"δύο Συρακόσιοι",,,,"uterque scripsit Ὀψαρτυτικά","ἐν Ὀψαρτυτικῷ",,,,3,3.114a,3.80,,,
HERACLIDAE,"δύο Συρακόσιοι",,,,"uterque scripsit Ὀψαρτυτικά","ἐν Ὀψαρτυτικῷ",,,,7,7.328d,7.137,,,
HERACLIDAE,"δύο Συρακόσιοι",,,,"uterque scripsit Ὀψαρτυτικά","† ἐν τῷ περὶ Θεσμῶν",,"Ἐδεσμάτων coni",,14,14.647a,14.56,,,
ΗERACLIDES,"ὁ Ταραντῖνος",,,medicus,,"ἐν τῷ Συμποσίῳ",,,,2,2.53c,2.41,*,,
ΗERACLIDES,"ὁ Ταραντῖνος",,,medicus,,"ἐν τῷ Συμποσίῳ",,,,2,2.64a,2.64@2.65,,,
ΗERACLIDES,"ὁ Ταραντῖνος",,,medicus,,"ἐν τῷ Συμποσίῳ",,,,2,2.64e,2.67,,,
ΗERACLIDES,"ὁ Ταραντῖνος",,,medicus,,"ἐν τῷ Συμποσίῳ",,,,2,2.67d,2.76,,,"range start"
ΗERACLIDES,"ὁ Ταραντῖνος",,,medicus,,"ἐν τῷ Συμποσίῳ",,,,2,2.67e,2.76,,,"range end"
ΗERACLIDES,"ὁ Ταραντῖνος",,,medicus,,"ἐν τῷ Συμποσίῳ",,,,3,3.74b,3.5,,,
ΗERACLIDES,"ὁ Ταραντῖνος",,,medicus,,"ἐν τῷ Συμποσίῳ",,,,3,3.79e,3.16@3.17,,,"range start"
ΗERACLIDES,"ὁ Ταραντῖνος",,,medicus,,"ἐν τῷ Συμποσίῳ",,,,3,3.79f,3.17,,,"range end"
ΗERACLIDES,"ὁ Ταραντῖνος",,,medicus,,"ἐν τῷ Συμποσίῳ",,,,3,3.120b,3.90@3.91,,,"range start"
ΗERACLIDES,"ὁ Ταραντῖνος",,,medicus,,"ἐν τῷ Συμποσίῳ",,,,3,3.120c,3.91,,,range
ΗERACLIDES,"ὁ Ταραντῖνος",,,medicus,,"ἐν τῷ Συμποσίῳ",,,,3,3.120d,3.91,,,"range end"
HERACLIDES,,,,"ὁ τῶν κωμῳδιῶν ποιητής",,"fab. inc.",,,"fr. 1",12,12.532e,12.43,,,
HERACLITVS,,,,,"ὁ θεῖος (13.610a)",,,,"fr. 16",13,13.610a,13.90,,,
HERACLITVS,,,,,"ὁ θεῖος (13.610a)",,,,"fr. 54",5,5.178f,5.6,,,
HERACLITVS,,,,,"Heraclitum comicum Ptolemaei Hephaestionis fraude natum esse vidit Nauck Mél. gr. rom. 5.237","ἐν τῷ Ξενίφοντι",,,,10,10.414d,10.6@10.7,,,
HERACLITVS,,,,grammaticus,,,,,,0,,,,"v. HERACLEO",
HERMESIANAX,"ὁ Κολοφώνιος",,,,,"Λεόντιον carmen tribus libris compositum, ὧν ἐν τῷ τρίτῳ",,,"fr. 2",13,13.597a,13.70,,,"range start"
HERMESIANAX,"ὁ Κολοφώνιος",,,,,"Λεόντιον carmen tribus libris compositum, ὧν ἐν τῷ τρίτῳ",,,"fr. 2",13,13.597b,13.70@13.71,,,range
HERMESIANAX,"ὁ Κολοφώνιος",,,,,"Λεόντιον carmen tribus libris compositum, ὧν ἐν τῷ τρίτῳ",,,"fr. 2",13,13.597c,13.71,,,range
HERMESIANAX,"ὁ Κολοφώνιος",,,,,"Λεόντιον carmen tribus libris compositum, ὧν ἐν τῷ τρίτῳ",,,"fr. 2",13,13.597d,13.71,,,range
HERMESIANAX,"ὁ Κολοφώνιος",,,,,"Λεόντιον carmen tribus libris compositum, ὧν ἐν τῷ τρίτῳ",,,"fr. 2",13,13.597e,13.71,,,range
HERMESIANAX,"ὁ Κολοφώνιος",,,,,"Λεόντιον carmen tribus libris compositum, ὧν ἐν τῷ τρίτῳ",,,"fr. 2",13,13.597f,13.71,,,range
HERMESIANAX,"ὁ Κολοφώνιος",,,,,"Λεόντιον carmen tribus libris compositum, ὧν ἐν τῷ τρίτῳ",,,"fr. 2",13,13.598a,13.71,,,range
