"STESIMBROTVS","ὁ Θάσιος","","","","","ἐν τῷ περὶ Θεμιστοκλέους καὶ Θουκυδίδου καὶ Περικλέους","","","fr. 10","13","13.589e","","","range end"
"STILPO","","","","","","Ἀπομνημονεύματα","","","","4","4.162b","","",""
"STRABO","","","","","","ἐν γʹ Γεωγραφικῶν","","","p. 156","3","3.121a","","",""
"STRABO","","","","","","ἐν τρίτη Γεωγραφουμένων","","","p. 162","14","14.657f","","",""
"STRABO","","","","","","Γεωγραφουμένων","ἐν τῇ ζʹ","","fr. 58b","14","14.657f","","",""
"STRATO","","","","comicus","","Φοινικίδης","","","fr. 1","9","9.382b","","","range start"
"STRATO","","","","comicus","","Φοινικίδης","","","fr. 1","9","9.383b","","","range end"
"STRATTIS","","","","comicus","","Ἀγαθοί","","","","","","","v. PHERECRATES",""
"STRATTIS","","","","comicus","","Ἀνθρωπορέστης","","","fr. 2","3","3.127d","","",""
"STRATTIS","","","","comicus","","Ἀταλάντη","","","fr. 3","13","13.592d","*","",""
"STRATTIS","","","","comicus","","Ἀταλάντη","","","fr. 4","7","7.302d","","cf. 9.399c","range start"
"STRATTIS","","","","comicus","","Ἀταλάντη","","","fr. 4","7","7.302e","","cf. 9.399c","range end"
"STRATTIS","","","","comicus","","Καλλιππίδης","","","fr. 11","14","14.656b","","",""
"STRATTIS","","","","comicus","","Καλλιππίδης","","","fr. 12","7","7.304b","","",""
"STRATTIS","","","","comicus","","Κινησίας","","","fr. 18","12","12.551d","","",""
"STRATTIS","","","","comicus","","Λημνομέθα","","","fr. 22","11","11.473c","","cf. 1.32b",""
"STRATTIS","","","","comicus","","Λημνομέθα","","","fr. 25","7","7.327e","","",""
"STRATTIS","","","","comicus","","Μακεδόνες ἢ Παυσανίας","","","fr. 26","13","13.589a","","",""
"STRATTIS","","","","comicus","","Μακεδόνες ἢ Παυσανίας","","","fr. 29","9","9.396a","","",""
"STRATTIS","","","","comicus","","ἐν Μακεδόσιν","","","fr. 28","7","7.323b","","",""
"STRATTIS","","","","comicus","","ἐν Μακεδόσιν","","","fr. 31","7","7.302e","","",""
"STRATTIS","","","","comicus","","ἐν Παυσανία","","","fr. 27","14","14.654f","","",""
"STRATTIS","","","","comicus","","Μήδεια","","","fr. 33","15","15.690f","","",""
"STRATTIS","","","","comicus","","Μήδεια","","","fr. 34","11","11.467e","","",""
"STRATTIS","","","","comicus","","Παυσανίας","","","","","","","v. Μακεδόνες",""
"STRATTIS","","","","comicus","","Ποτάμιοι","","","fr. 39","7","7.299b","","",""
"STRATTIS","","","","comicus","","Τρωίλος","","","fr. 42","3","3.76e","","",""
"STRATTIS","","","","comicus","","Φιλοκτήτης","","","fr. 44","7","7.327e","","",""
"STRATTIS","","","","comicus","","Φοίνισσαι","","","fr. 46","4","4.160b","","",""
"STRATTIS","","","","comicus","","Φοίνισσαι","","","fr. 47","14","14.621f","","","range start"
"STRATTIS","","","","comicus","","Φοίνισσαι","","","fr. 47","14","14.622a","","","range end"
"STRATTIS","","","","comicus","","Φοίνισσαι","","","fr. 60","15","15.699f","","",""
"STRATTIS","","","","comicus","","Χρύσιππος","","","fr. 51","4","4.169a","","","range start"
"STRATTIS","","","","comicus","","Χρύσιππος","","","fr. 51","4","4.169b","","","range end"
"STRATTIS","","","","comicus","","Ψυχασταί","","","fr. 54","12","12.551c","","",""
"STRATTIS","","","","comicus","","Ψυχασταί","","","fr. 67","3","3.124c","","","range start"
"STRATTIS","","","","comicus","","Ψυχασταί","","","fr. 67","3","3.124d","","","range end"
"STRATTIS","","","","comicus","","Ψυχασταί","","","fr. 58","9","9.373f","","",""
"STRATTIS","","","","comicus","","Ψυχασταί","","","fr. 59","11","11.502e","","",""
"STRATTIS","","","","comicus","","fab. incert.","","","fr. 61","1","1.30f","","",""
"STRATTIS","","","","comicus","","fab. incert.","","","fr. 66","2","2.69a","","",""
"SVLLA","","","","ὁ Ῥωμαίων στρατηγός","","Σατυρικαὶ Κωμῳδίαι","","latine scriptae","","6","6.261c","","",""
"ΤΕΛΧΙΝΙΑΚΗ ΙΣΤΟΡΙΑ","","","","","auctor incertus εἴτε Ἐπιμενίδης ἐστὶν ὁ Κρὴς ἤ Τηλεκλείδης εἶτ’ ἄλλος τις","","","","","7","7.282e","","",""
"TELECLIDES","","","","comicus","","Ἀμφικτύονες","","","fr. 1","6","6.268b","","cf. 2.64f","range start"
"TELECLIDES","","","","comicus","","Ἀμφικτύονες","","","fr. 1","6","6.268c","","cf. 2.64f","range end"
"TELECLIDES","","","","comicus","","Ἀμφικτύονες","","","","14","14.644f","","",""
"TELECLIDES","","","","comicus","","Ἀμφικτύονες","","","fr. 4","3","3.82b","","",""
"TELECLIDES","","","","comicus","","Ἀμφικτύονες","","","fr. 5","3","3.75c","","",""
"TELECLIDES","","","","comicus","","Ἀμφικτύονες","","","fr. 7","14","14.619a","","",""
"TELECLIDES","","","","comicus","","Ἀμφικτύονες","","","fr. 8","8","8.335a","","",""
"TELECLIDES","","","","comicus","","Ἡσίοδοι","","","fr. 16","8","8.344d","","",""
"TELECLIDES","","","","comicus","","Ἡσίοδοι","","","fr. 17","10","10.436f","","",""
"TELECLIDES","","","","comicus","","Ἡσίοδοι","","","fr. 19","3","3.87a","","",""
"TELECLIDES","","","","comicus","","Πρυτάνεις","","","fr. 22","12","12.553e","","",""
"TELECLIDES","","","","comicus","","Πρυτάνεις","","","fr. 24","11","11.485f","","",""
"TELECLIDES","","","","comicus","","Πρυτάνεις","","","fr. 25","4","4.170d","","",""
"TELECLIDES","","","","comicus","","Πρυτάνεις","","","fr. 27","9","9.370b","","",""
"TELECLIDES","","","","comicus","","Στερροί","","","fr. 31","9","9.399c","","",""
"TELECLIDES","","","","comicus","","Στερροί","","","fr. 31","14","14.656e","","",""
"TELECLIDES","","","","comicus","","Στερροί","","","fr. 32","14","14.648e","","",""
"TELECLIDES","","","","comicus","","Στερροί","","","fr. 34","14","14.639a","","",""
"TELECLIDES","","","","comicus","","fab. incert.","","","fr. 38","2","2.56d","","v. ΤΕΛΧΙΝΙΑΚΗ ΙΣΤΟΡΙΑ",""
"TELENICVS","ὁ Βυζάντιος","","","ποιητὴς μοχθηρῶν νόμων","idem Χορόνικος dicitur ab Alexide ibid.","","","","","14","14.638c","","cf. adn.",""
"TELEPHANES","","","","","","ἐν τῷ περὶ τοῦ Ἄστεος","","","fr. 1","14","14.614e","","",""
"TELESILLA","ἡ Ἀργεία (11.467f)","","","","","","","","fr. 2","14","14.619b","","",""
"TELESILLA","ἡ Ἀργεία (11.467f)","","","","","","","","fr. 7","11","11.467f","","",""
"TELESTES","ὁ Σελινούντιος","","","","","ἐν Ἀργοῖ","","","fr. 1","14","14.616f","","","range start"
"TELESTES","ὁ Σελινούντιος","","","","","ἐν Ἀργοῖ","","","fr. 1","14","14.617a","","","range end"
"TELESTES","ὁ Σελινούντιος","","","","","ἐν τῷ Ἀσκληπιῷ","","","fr. 2","14","14.617b","","",""
"TELESTES","ὁ Σελινούντιος","","","","","ἐν Ὑμεναίῳ διθυράμβῳ","","","fr. 4","14","14.637a","","",""
"TELESTES","ὁ Σελινούντιος","","","","","carminis incerti","","","fr. 5","14","14.625f","","","range start"
"TELESTES","ὁ Σελινούντιος","","","","","carminis incerti","","","fr. 5","14","14.626a","","","range end"
"TENARVS","","","","grammaticus","†","","","","","15","15.672a","","adn.",""
"TERPSICLES","","","","","","ἐν τῷ περὶ Ἀφροδισίων","","","","7","7.325d","","",""
"TERPSICLES","","","","","","ἐν τῷ περὶ Ἀφροδισίων","","","","9","9.391e","*","",""
"TERPSIO","","","","","","ὁ πρῶτος Γαστρολογίαν γράψας","","","","8","8.337b","","",""
"TEVCER","","","","","","ἐν τοῖς Ὁρισμοῖς","","","fr. 3","10","10.455e","","",""
"THALETAS","","","","","","Ἄισματα","","","","15","15.678c","","",""
"ΘΗΒΑΙΣ","","","","","","ὁ τὴν Θηβαίδα ποιήσας","","","fr. 2","11","11.465f","","",""
"THEMISO","","","","","?","ἐν Παλληνίδι","","","","6","6.235a","","cf adn.",""
"THEMISTAGORAS","ὁ Ἐφέσιος","","","","","ἐν τῇ Χρυσέη Βύβλῳ","","","","15","15.681a","","","range start"
"THEMISTAGORAS","ὁ Ἐφέσιος","","","","","ἐν τῇ Χρυσέη Βύβλῳ","","","","15","15.681b","","","range end"
"THEOCLES","","","","","","ἐν Ἰθυφάλλοις","","","","11","11.497c","","",""
"THEOCRITVS","ὁ Συρακόσιος (1.5a)","","","ποιητής (1.5a)","","ἐν τῇ Βερενίκη","","","","7","7.284a","","","range start"
"THEOCRITVS","ὁ Συρακόσιος (1.5a)","","","ποιητής (1.5a)","","ἐν τῇ Βερενίκη","","","","7","7.284b","","","range end"
"THEOCRITVS","ὁ Συρακόσιος (1.5a)","","","ποιητής (1.5a)","","ἐν ταῖς Φαρμακευτρίαις","","","2","11","11.475e","","",""
"THEOCRITVS","ὁ Συρακόσιος (1.5a)","","","ποιητής (1.5a)","","ἐν ταῖς Φαρμακευτρίαις","","","120","3","3.82d","*","",""
"THEOCRITVS","ὁ Συρακόσιος (1.5a)","","","ποιητής (1.5a)","","sine titulo","","","VII 146","2","2.49f","","",""
"THEOCRITVS","ὁ Συρακόσιος (1.5a)","","","ποιητής (1.5a)","","sine titulo","","","XI 58","1","1.5a","","",""
"THEOCRITVS","ὁ Συρακόσιος (1.5a)","","","ποιητής (1.5a)","","sine titulo","","","XII 3","2","2.50a","","",""
"THEODECTES","ὁ Φασηλίτης (13.566e)","","","tragicus (13.566e)","Aristotelis discipulus (13.566e)","","","","","13","13.566e","","",""
"THEODECTES","ὁ Φασηλίτης (13.566e)","","","tragicus (13.566e)","Aristotelis discipulus (13.566e)","Οἰδίπους","","","fr. 4","10","10.451f","","",""
"THEODECTES","ὁ Φασηλίτης (13.566e)","","","tragicus (13.566e)","Aristotelis discipulus (13.566e)","fab. incert.","","","fr. 6","10","10.454e","","","range start"
"THEODECTES","ὁ Φασηλίτης (13.566e)","","","tragicus (13.566e)","Aristotelis discipulus (13.566e)","fab. incert.","","","fr. 6","10","10.454f","","","range end"
"THEODECTES","ὁ Φασηλίτης (13.566e)","","","tragicus (13.566e)","Aristotelis discipulus (13.566e)","fab. incert.","","","fr. 18","10","10.451e","","","range start"
"THEODECTES","ὁ Φασηλίτης (13.566e)","","","tragicus (13.566e)","Aristotelis discipulus (13.566e)","fab. incert.","","","fr. 18","10","10.451f","","","range end"
"THEODORIDAS","ὁ Συρακόσιος (15.699e)","","","","","εἰς τὸν Ἔρωτα μέλος","","","","11","11.475f","","",""
"THEODORIDAS","ὁ Συρακόσιος (15.699e)","","","","","ἐν Κενταύροις διθυράμβῳ","","","","15","15.699e","","","range start"
"THEODORIDAS","ὁ Συρακόσιος (15.699e)","","","","","ἐν Κενταύροις διθυράμβῳ","","","","15","15.699f","","","range end"
"THEODORIDAS","ὁ Συρακόσιος (15.699e)","","","","","ἐν τινι ποιηματίῳ","","","","6","6.229b","","",""
"THEODORIDAS","ὁ Συρακόσιος (15.699e)","","","","","incertae sedis","","","","7","7.302c","","",""
"THEODORVS","","","","(poeta)","","","","","","3","3.122b","","cf. Bergk PL4 11 376; B. Keil anal. Isocr. p. 99. Videtur Colophonius esse is quem notavit Aristoteles apud Athen",""
"THEODORVS","","","","(poeta)","","","","","","14","14.618e","","cf. Bergk PL4 11 376; B. Keil anal. Isocr. p. 99. Videtur Colophonius esse is quem notavit Aristoteles apud Athen","range start"
"THEODORVS","","","","(poeta)","","","","","","14","14.618f","","cf. Bergk PL4 11 376; B. Keil anal. Isocr. p. 99. Videtur Colophonius esse is quem notavit Aristoteles apud Athen","range end"
"THEODORVS","","","","grammaticus","","ἐν (ταῖς) Ἀττικαῖς Γλώσσαις","","Φωναῖς 677b","","14","14.646c","","ubi Θεόδωρος καὶ Ἀπολλόδωρος",""
"THEODORVS","","","","grammaticus","","ἐν (ταῖς) Ἀττικαῖς Γλώσσαις","","Φωναῖς 677b","","15","15.677b","","",""
"THEODORVS","","","","grammaticus","","ἐν (ταῖς) Ἀττικαῖς Γλώσσαις","","Φωναῖς 677b","","15","15.678d","","",""
"THEODORVS","","","","grammaticus","","ἐν (ταῖς) Ἀττικαῖς Γλώσσαις","","idem opus dici videtur","","11","11.496e","","",""
"THEODORVS","","","","grammaticus","","ἐν (ταῖς) Ἀττικαῖς Γλώσσαις","","idem opus dici videtur","","15","15.691c","","",""
"THEODORVS","ὁ Ἱεραπολίτης","","","","","ἐν τοῖς περὶ Ἀγώνων","","","fr. 1","10","10.412e","","",""
"THEODORVS","ὁ Ἱεραπολίτης","","","","","ἐν τοῖς περὶ Ἀγώνων","","","fr. 2","10","10.413a","*","","range start"
"THEODORVS","ὁ Ἱεραπολίτης","","","","","ἐν τοῖς περὶ Ἀγώνων","","","fr. 2","10","10.413c","*","","range end"
"THEOGNETVS","","","","comicus","","Φάσμα ἢ Φιλάργυρος","","","fr. 1","3","3.104c","","cf. 15.671b-c",""
"THEOGNETVS","","","","comicus","","Φιλοδέσποτος","","","fr. 2","14","14.616a","","",""
"THEOGNIS","ὁ Μεγαρεύς (7.317a)","","","","","ἐν ταῖς Ἐλεγείαις","","","216","7","7.317a","","",""
"THEOGNIS","ὁ Μεγαρεύς (7.317a)","","","","","ἐν ταῖς Ἐλεγείαις","","","216","12","12.513d","*","",""
"THEOGNIS","ὁ Μεγαρεύς (7.317a)","","","","","ἐν ταῖς Ἐλεγείαις","","","457","13","13.559f","*","omisso nomine ὁ Μεγαρικὸς ποιητής","range start"
"THEOGNIS","ὁ Μεγαρεύς (7.317a)","","","","","ἐν ταῖς Ἐλεγείαις","","","457","13","13.560a","*","omisso nomine ὁ Μεγαρικὸς ποιητής","range end"
"THEOGNIS","ὁ Μεγαρεύς (7.317a)","","","","","ἐν ταῖς Ἐλεγείαις","","","216","7","7.317a","","467: 8.364c*; 477: Χ.428c-d*; 500: 2.37f*; 993. 997: 7.310a-b*; 1230: 10.457a-b*",""
"THEOGNIS","ὁ Μεγαρεύς (7.317a)","","","","","ἐν ταῖς Ἐλεγείαις","","","216","12","12.513d","*","467: 8.364c*; 477: Χ.428c-d*; 500: 2.37f*; 993. 997: 7.310a-b*; 1230: 10.457a-b*",""
"THEOGNIS","","","","","","ἐν βʹ Περὶ τῶν ἐν Ῥόδῳ θυσιῶν","","","fr. 1","8","8.360b","","","range start"
"THEOGNIS","","","","","","ἐν βʹ Περὶ τῶν ἐν Ῥόδῳ θυσιῶν","","","fr. 1","8","8.360d","","","range end"
"THEOLYTVS","ὁ Μηθυμναῖος (7.296a)","","","","","ἐν τοῖς Βακχικοῖς Ἔπεσιν","","","","7","7.296a","","","range start"
"THEOLYTVS","ὁ Μηθυμναῖος (7.296a)","","","","","ἐν τοῖς Βακχικοῖς Ἔπεσιν","","","","7","7.296b","","","range end"
"THEOLYTVS","ὁ Μηθυμναῖος (7.296a)","","","","","ἐν δευτέρῳ Ὥρων","","","fr. 1","11","11.470b","","",""
"THEOPHILVS","","","","comicus","","Βοιωτία","","","fr. 2","11","11.472d","","cf. adn.",""
"THEOPHILVS","","","","comicus","","Ἐπίδαυρος","","","fr. 3","10","10.417a","","",""
"THEOPHILVS","","","","comicus","","Ἰατρός","","","fr. 4","8","8.340d","","","range start"
"THEOPHILVS","","","","comicus","","Ἰατρός","","","fr. 4","8","8.340e","","","range end"
"THEOPHILVS","","","","comicus","","Κιθαρῳδός","","","fr. 6","14","14.623f","","",""
"THEOPHILVS","","","","comicus","","Νεοπτόλεμος","","","fr. 6","13","13.560a","","",""
"THEOPHILVS","","","","comicus","","Νεοπτόλεμος","","","fr. 7","14","14.635a","","",""
"THEOPHILVS","","","","comicus","","Παγκρατιαστής","","","fr. 8","10","10.417a","","cf. 3.95a","range start"
"THEOPHILVS","","","","comicus","","Παγκρατιαστής","","","fr. 8","10","10.417b","","cf. 3.95a","range end"
"THEOPHILVS","","","","comicus","","Προιτίδες","","","fr. 10","11","11.472e","","",""
"THEOPHILVS","","","","comicus","","Φίλαυλος","","","fr. 11","13","13.587f","","",""
"THEOPHILVS","","","","comicus","","Φίλαυλος","","","fr. 12","13","13.563a","","",""
"THEOPHILVS","","","","","Θεόφραστος coni","","","","","1","1.6b","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","Αἴτια","","","","","","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ πρὸς Κάσανδρον περὶ Βασιλείας","","εἰ γνήσιον· πολλοὶ γὰραὐτό φασιν εἷναι Σωσιβίου","Theophr. fr. 126","4","4.144e","","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ πρὸς Κάσανδρον περὶ Βασιλείας","","εἰ γνήσιον· πολλοὶ γὰραὐτό φασιν εἷναι Σωσιβίου","Theophr. fr. 126","4","4.144f","","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Γελοίου","","","fr. 130","8","8.348a","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ τῶν Δακέτων καὶ Βλητικῶν","","","fr. 178","7","7.314c","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Ἐνθουσιασμοῦ","","","fr. 87","14","14.624a","","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Ἐνθουσιασμοῦ","","","fr. 87","14","14.624b","","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ Ἐρωτικῷ","","","fr. 107","13","13.562e","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ Ἐρωτικῷ","","","fr. 108","13","13.567b","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ Ἐρωτικῷ","","","fr. 109","13","13.606c","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ Περὶ ἑτεροφωνίας τῶν ὁμογενῶν","","","fr. 181","9","9.390a","","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ Περὶ ἑτεροφωνίας τῶν ὁμογενῶν","","","fr. 181","9","9.390b","","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Εὐδαιμονίας","","","fr. 79","12","12.543f","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Εὐδαιμονίας","","","fr. 80","13","13.567a","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῇ γʹ περὶ Ζῴων","","","fr. 180","9","9.387b","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Ἡδονῆς","","","fr. 84","12","12.511c","","v. CHAMAELEONTIS liber περὶ Ἡδονῆς","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Ἡδονῆς","","","fr. 84","12","12.511d","","v. CHAMAELEONTIS liber περὶ Ἡδονῆς","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Ἡδονῆς","","","fr. 86","12","12.526d","","v. CHAMAELEONTIS liber περὶ Ἡδονῆς",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","περὶ Ἠθῶν","","","","","","","v. ADRASTVS",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","περὶ Ἰχθύων?","","","fr. 171","8","8.331c","","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","περὶ Ἰχθύων?","","","fr. 171","8","8.331d","","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","περὶ Ἰχθύων?","","","fr. 171","8","8.332b","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Κολακείας","","","fr. 83","6","6.254d","","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Κολακείας","","","fr. 83","6","6.254e","","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Κολακείας","","indidem fortasse","om. Wi","10","10.435e","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Κωμῳδίας","","","fr. 124","6","6.261d","","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Κωμῳδίας","","","fr. 124","6","6.261e","","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Λίθων","","","c. 36","3","3.93a","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Μέθης","","","fr. 116","10","10.423f","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Μέθης","","","fr. 117","10","10.429a","*","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Μέθης","","","fr. 117","10","10.429b","*","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Μέθης","","","fr. 118","10","10.427d","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Μέθης","","","fr. 119","10","10.424e","","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Μέθης","","","fr. 119","10","10.424f","","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Μέθης","","","fr. 120","11","11.463c","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Μέθης","","","fr. 121","11","11.466b","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Μέθης","","","fr. 122","11","11.497e","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Μέθης","","","fr. 123","15","15.693c","","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Μέθης","","","fr. 123","15","15.693d","","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Μέθης","","indidem fortasse","om. Wi","11","11.782b","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ Περὶ τῶν μεταβαλλόντων τὰς χρόας","","","fr. 173","7","7.317f","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ Περὶ τῶν ἐν τῷ ξηρῷ διαιτωμένων","","s. διατριβόντων","fr. 171,4","7","7.312b","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ Περὶ τῶν ἐν τῷ ξηρῷ διαιτωμένων","","s. διατριβόντων","fr. 171,4","7","7.317f","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Ὀδμῶν","","s. Ὀσμῶν","14","2","2.67b","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Ὀδμῶν","","s. Ὀσμῶν","15","2","2.67b","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Ὀδμῶν","","s. Ὀσμῶν","27","15","15.689d","","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Ὀδμῶν","","s. Ὀσμῶν","27","15","15.689e","","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Ὀδμῶν","","s. Ὀσμῶν","51","1","1.32a","*","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Ὀδμῶν","","s. Ὀσμῶν","51","1","1.32b","*","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ Περὶ τῶν κατὰ τόπους διαφορῶν","","","fr. 173","7","7.317f","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Πνιγμοῦ","","","fr. 166","2","2.66f","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Ὑδάτων","","","fr. 159","2","2.41e","","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Ὑδάτων","","","fr. 159","2","2.41f","","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","Ὑπομνήματα","","","","","","","v. ARISTOTELIS Ὑπομνήματα",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν Φυτικοῖς Αἰτίοις","","","2, 14, 3","3","3.74a","","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν Φυτικοῖς Αἰτίοις","","","2, 14, 3","3","3.74b","","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν Φυτικοῖς Αἰτίοις","","","3, 22, 3","2","2.55e","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν Φυτικοῖς Αἰτίοις","","","4, 2, 2","2","2.55e","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ βʹ τῶν Αἰτίων","","","10,2","3","3.77f","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν ἑ Φυτικῶν Αἰτίων","","","1, 4","3","3.77c","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν ἑ Φυτικῶν Αἰτίων","","","1, 8","3","3.77c","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ αʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","6,5","2","2.61f","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ αʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","6,9","2","2.62a","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ αʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","13,4","3","3.83f","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ βʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","2,5","3","3.82a","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ βʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","5,6","3","3.77e","*","",""
