Name_1,Name_2,Ethnicon,Characterization,Note,Speech,Book,Casaubon_Reference,Kaibel_Reference,Note_Reference,Is_Range
MAGNVS,,,,,loquitur,4,4.160f,4.51@4.52,,range
MAGNVS,,,,,loquitur,4,4.161a,4.52,,range
MAGNVS,,,,,loquitur,4,4.161b,4.52,,range
MAGNVS,,,,,loquitur,4,4.161c,4.52,,range
MAGNVS,,,,,loquitur,4,4.161d,4.52@4.53,,range
MAGNVS,,,,,loquitur,4,4.161e,4.53,,range
MAGNVS,,,,,loquitur,4,4.161f,4.53,,range
MAGNVS,,,,,loquitur,4,4.162a,4.53,,range
MAGNVS,,,,,loquitur,4,4.162b,4.53@4.54,,range
MAGNVS,,,,,loquitur,4,4.162c,4.54,,range
MAGNVS,,,,,loquitur,4,4.162d,4.54,,range
MAGNVS,,,,,loquitur,4,4.162e,4.54@4.55,,range
MAGNVS,,,,,loquitur,4,4.162f,4.55,,range
MAGNVS,,,,,loquitur,4,4.163a,4.55,,range
MAGNVS,,,,,loquitur,4,4.163b,4.55,,range
MAGNVS,,,,,loquitur,4,4.163c,4.55@4.56,,range
MAGNVS,,,,,loquitur,4,4.163d,4.56,,range
MAGNVS,,,,,loquitur,4,4.163e,4.56,,range
MAGNVS,,,,,loquitur,4,4.163f,4.56,,range
MAGNVS,,,,,loquitur,4,4.164a,4.56@4.57,,range
MAGNVS,,,,,loquitur,4,4.164b,4.57,,range
MAGNVS,,,,,loquitur,4,4.164c,4.57,,range
MAGNVS,,,,,loquitur,4,4.164d,4.57@4.58,,"range end"
MAGNVS,,,,,loquitur,9,9.380d,9.25,,"range start"
MAGNVS,,,,,loquitur,9,9.380e,9.25,,"range end"
MAGNVS,,,,,loquitur,13,13.571a,13.27,"Myrtilum a Cynulco defensurus non Magnus est, sed Ulpianus, cf. praef. vol. III",
MAGNVS,,,,,loquitur,14,14.615e,14.4@14.5,,"range start"
MAGNVS,,,,,loquitur,14,14.615f,14.5,,range
MAGNVS,,,,,loquitur,14,14.616a,14.5,,range
MAGNVS,,,,,loquitur,14,14.616b,14.5@14.6,,"range end"
MASVRIVS,"s. Μανσούριος, Μασσούριος",,"iure consultus, iamborum poeta, musicus",,,1,1.1c,1.1@1.2,"cf. praef. I p. vi, xxix sq.",
MASVRIVS,"s. Μανσούριος, Μασσούριος",,"iure consultus, iamborum poeta, musicus",,,14,14.623e,14.18,"cf. praef. I p. vi, xxix sq.",
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.185a,5.1,,"range start"
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.185b,5.1,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.185c,5.1@5.2,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.186a,5.2,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.186b,5.2,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.186c,5.2,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.186d,5.2@5.3,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.186e,5.3,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.186f,5.3,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.187a,5.3,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.187b,5.3@5.12,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.177a,5.3,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.177b,5.3@5.4,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.177c,5.4,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.177d,5.4,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.177e,5.4,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.177f,5.4,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.178a,5.4@5.5,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.178b,5.5,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.178c,5.5,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.178d,5.5,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.178e,5.5@5.6,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.178f,5.6,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.179a,5.6,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.179b,5.6@5.7,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.179c,5.7,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.179d,5.7,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.179e,5.8,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.179f,5.8,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.180a,5.8,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.180b,5.8@5.9,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.180c,5.9,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.180d,5.9,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.180e,5.9@5.10,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.181a,5.10,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.181b,5.10,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.181c,5.10,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.181d,5.10@5.11,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.181e,5.11,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.181f,5.11,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.182a,5.11@5.12,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.182b,5.12,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.187b,5.3@5.12,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.187c,5.12,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.187d,5.12,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.187e,5.12,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.187f,5.12@5.13,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.188a,5.13,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.188b,5.13,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.188c,5.13,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.188d,5.13@5.14,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.188e,5.14,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.188f,5.14,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.189a,5.14,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.189b,5.14@5.15,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.189c,5.15,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.189d,5.15,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.189e,5.15,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.189f,5.15,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.190a,5.15@5.16,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.190b,5.16,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.190c,5.16,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.190d,5.16,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.190e,5.16,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.190f,5.17,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.191a,5.17,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.191b,5.17,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.191c,5.17,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.191d,5.17@5.18,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.191e,5.18,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.191f,5.18,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.192a,5.18,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.192b,5.18@5.19,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.192c,5.19,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.192d,5.19,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.192e,5.19@5.20,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.192f,5.20,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.193a,5.20,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.193b,5.20,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.193c,5.20@5.21,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.193d,5.21,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.193e,5.21,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.193f,5.21,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.194a,5.21,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.194b,5.21,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.194c,5.21@5.22,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.194d,5.22,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.194e,5.22,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.194f,5.22@5.23,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.195a,5.23,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.195b,5.23,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.195c,5.23@5.24,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.195d,5.24,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.195e,5.24,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.195f,5.24,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.196a,5.25,,"range end"
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.196a,5.25,,"range start"
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.196b,5.25,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.196c,5.25,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.196d,5.25,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.196e,5.25@5.26,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.196f,5.26,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.197a,5.26,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.197b,5.26,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.197c,5.26@5.27,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.197d,5.27,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.197e,5.27,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.197f,5.27,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.198a,5.27,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.198b,5.27,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.198c,5.27@5.28,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.198d,5.28,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.198e,5.28,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.198f,5.28,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.199a,5.28,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.199b,5.28@5.29,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.199c,5.29,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.199d,5.29,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.199e,5.29@5.30,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.199f,5.30,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.200a,5.30,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.200b,5.30@5.31,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.200c,5.31,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.200d,5.31,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.200e,5.31,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.200f,5.31@5.32,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.201a,5.32,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.201b,5.32,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.201c,5.32@5.33,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.201d,5.33,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.201e,5.33,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.201f,5.33,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.202a,5.33@5.34,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.202b,5.34,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.202c,5.34,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.202d,5.34,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.202e,5.34,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.202f,5.34@5.35,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.203a,5.35,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.203b,5.35@5.36,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.203c,5.36,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.203d,5.36,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.203e,5.36@5.37,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.203f,5.37,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.204a,5.37,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.204b,5.37,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.204c,5.37,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.204d,5.37@5.38,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.204e,5.38,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.204f,5.38,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.205a,5.38,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.205b,5.38,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.205c,5.38,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.205d,5.38@5.39,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.205e,5.39,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.205f,5.39,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.206a,5.39,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.206b,5.39,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.206c,5.39,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.206d,5.39@5.40,,range
MASVRIVS,"s. Μανσούριος, Μασσούριος",,,,loquitur,5,5.206e,5.40,,range
