Name_1,Name_2,Ethnicon,Characterization,Note,Speech,Book,Casaubon_Reference,Kaibel_Reference,Note_Reference,Is_Range
PLVTARCHVS,,,,,"promissis stat",11,11.497e,11.97@11.98,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.497f,11.98,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.498a,11.98@11.99,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.498b,11.99,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.498c,11.99,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.498d,11.99,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.498e,11.99,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.498f,11.99,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.499a,11.99,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.499b,11.99@11.100,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.499c,11.100,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.499d,11.100,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.499e,11.100@11.101,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.499f,11.101,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.500a,11.101,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.500b,11.101,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.500c,11.101,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.500d,11.102,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.500e,11.102,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.500f,11.102@11.103,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.501a,11.103,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.501b,11.103,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.501c,11.103,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.501d,11.103@11.104,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.501e,11.104,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.501f,11.104,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.502a,11.104@11.105,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.502b,11.105@11.106@11.107,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.502c,11.107@11.108,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.502d,11.108,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.502e,11.108,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.502f,11.108,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.503a,11.108@11.109,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.503b,11.109,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.503c,11.109,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.503d,11.109@11.110,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.503e,11.110,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv",range
PLVTARCHVS,,,,,"promissis stat",11,11.503f,11.110@11.111,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv","range end"
PLVTARCHVS,,,,,"promissis stat",11,11.504a,11.111,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv","range start"
PLVTARCHVS,,,,,"promissis stat",11,11.504b,11.111,"magnas fortasse in libro XII partes habuit, cf. praef. I p. xxv","range end"
PLVTARCHVS,,,,,loquitur,13,13.562a,13.12@13.13,"cf. adn.","range start"
PLVTARCHVS,,,,,loquitur,13,13.562b,13.13,"cf. adn.",range
PLVTARCHVS,,,,,loquitur,13,13.562c,13.13,"cf. adn.",range
PLVTARCHVS,,,,,loquitur,13,13.562d,13.13,"cf. adn.",range
PLVTARCHVS,,,,,loquitur,13,13.562e,13.13@13.14,"cf. adn.",range
PLVTARCHVS,,,,,loquitur,13,13.562f,13.14,"cf. adn.",range
PLVTARCHVS,,,,,loquitur,13,13.563a,13.14,"cf. adn.",range
PLVTARCHVS,,,,,loquitur,13,13.563b,13.14,"cf. adn.",range
PLVTARCHVS,,,,,loquitur,13,13.563c,13.14,"cf. adn.","range end"
PONTIANVS,,Nicomedensis,philosophus,,,1,1.1d,1.2,"cf. praef. I p. vi",
PONTIANVS,,,,,loquitur,3,3.109b,3.73@3.74,,"range start"
PONTIANVS,,,,,loquitur,3,3.109c,3.74,,range
PONTIANVS,,,,,loquitur,3,3.109d,3.74,,range
PONTIANVS,,,,,loquitur,3,3.109e,3.74,,range
PONTIANVS,,,,,loquitur,3,3.109f,3.74,,range
PONTIANVS,,,,,loquitur,3,3.110a,3.74,,range
PONTIANVS,,,,,loquitur,3,3.110b,3.74@3.75,,range
PONTIANVS,,,,,loquitur,3,3.110c,3.75,,range
PONTIANVS,,,,,loquitur,3,3.110d,3.75,,range
PONTIANVS,,,,,loquitur,3,3.110e,3.75,,range
PONTIANVS,,,,,loquitur,3,3.110f,3.75,,range
PONTIANVS,,,,,loquitur,3,3.111a,3.75,,range
PONTIANVS,,,,,loquitur,3,3.111b,3.76,,range
PONTIANVS,,,,,loquitur,3,3.111c,3.76,,range
PONTIANVS,,,,,loquitur,3,3.111d,3.76,,range
PONTIANVS,,,,,loquitur,3,3.111e,3.76@3.77,,range
PONTIANVS,,,,,loquitur,3,3.111f,3.77,,range
PONTIANVS,,,,,loquitur,3,3.112a,3.77,,range
PONTIANVS,,,,,loquitur,3,3.112b,3.77,,range
PONTIANVS,,,,,loquitur,3,3.112c,3.77@3.78,,range
PONTIANVS,,,,,loquitur,3,3.112d,3.78,,range
PONTIANVS,,,,,loquitur,3,3.112e,3.78,,range
PONTIANVS,,,,,loquitur,3,3.112f,3.78,,"range end"
PONTIANVS,,,,,loquitur,3,3.123e,3.96@3.97,,"range start"
PONTIANVS,,,,,loquitur,3,3.123f,3.97,,range
PONTIANVS,,,,,loquitur,3,3.124a,3.97,,range
PONTIANVS,,,,,loquitur,3,3.124b,3.97,,range
PONTIANVS,,,,,loquitur,3,3.124c,3.97@3.98,,range
PONTIANVS,,,,,loquitur,3,3.124d,3.98,,range
PONTIANVS,,,,,loquitur,3,3.124e,3.98,,range
PONTIANVS,,,,,loquitur,3,3.124f,3.98,,range
PONTIANVS,,,,,loquitur,3,3.125a,3.98@3.99,,"range end"
PONTIANVS,,,,,loquitur,6,6.231b,6.18@6.19,,"range start"
PONTIANVS,,,,,loquitur,6,6.231c,6.19,,range
PONTIANVS,,,,,loquitur,6,6.231d,6.19,,range
PONTIANVS,,,,,loquitur,6,6.231e,6.19@6.20,,range
PONTIANVS,,,,,loquitur,6,6.231f,6.20,,range
PONTIANVS,,,,,loquitur,6,6.232a,6.20,,range
PONTIANVS,,,,,loquitur,6,6.232b,6.20,,range
PONTIANVS,,,,,loquitur,6,6.232c,6.21,,range
PONTIANVS,,,,,loquitur,6,6.232d,6.21@6.22,,range
PONTIANVS,,,,,loquitur,6,6.232e,6.22,,range
PONTIANVS,,,,,loquitur,6,6.232f,6.22,,range
PONTIANVS,,,,,loquitur,6,6.233a,6.22@6.23,,range
PONTIANVS,,,,,loquitur,6,6.233b,6.23,,range
PONTIANVS,,,,,loquitur,6,6.233c,6.23,,range
PONTIANVS,,,,,loquitur,6,6.233d,6.23,,range
PONTIANVS,,,,,loquitur,6,6.233e,6.23@6.24,,range
PONTIANVS,,,,,loquitur,6,6.233f,6.24,,range
PONTIANVS,,,,,loquitur,6,6.234a,6.24@6.25,,range
PONTIANVS,,,,,loquitur,6,6.234b,6.25,,range
PONTIANVS,,,,,loquitur,6,6.234c,6.25@6.26,,"range end"
PONTIANVS,,,,,loquitur,10,10.443c,10.60@10.61,,"range start"
PONTIANVS,,,,,loquitur,10,10.443d,10.61,,range
PONTIANVS,,,,,loquitur,10,10.443e,10.61,,range
PONTIANVS,,,,,loquitur,10,10.443f,10.61,,range
PONTIANVS,,,,,loquitur,10,10.444a,10.61,,range
PONTIANVS,,,,,loquitur,10,10.444b,10.61@10.62,,range
PONTIANVS,,,,,loquitur,10,10.444c,10.62,,range
PONTIANVS,,,,,loquitur,10,10.444d,10.62@10.63,,range
PONTIANVS,,,,,loquitur,10,10.444e,10.63,,range
PONTIANVS,,,,,loquitur,10,10.444f,10.63,,range
PONTIANVS,,,,,loquitur,10,10.445a,10.63,,range
PONTIANVS,,,,,loquitur,10,10.445b,10.63@10.64,,"range end"
PONTIANVS,,,,,loquitur,10,10.445c,10.64,,"range start"
PONTIANVS,,,,,loquitur,10,10.445d,10.64,,range
PONTIANVS,,,,,loquitur,10,10.445e,10.64,,range
PONTIANVS,,,,,loquitur,10,10.445f,10.64@10.65,,"range end"
PONTIANVS,,,,,loquitur,11,11.505c,11.112,,"range start"
PONTIANVS,,,,,loquitur,11,11.505d,11.112@11.113,,range
PONTIANVS,,,,,loquitur,11,11.505e,11.113,,range
PONTIANVS,,,,,loquitur,11,11.505f,11.113,,range
PONTIANVS,,,,,loquitur,11,11.506a,11.113@11.114,,range
PONTIANVS,,,,,loquitur,11,11.506b,11.114,,range
PONTIANVS,,,,,loquitur,11,11.506c,11.114,,range
PONTIANVS,,,,,loquitur,11,11.506d,11.114@11.115,,range
PONTIANVS,,,,,loquitur,11,11.506e,11.115,,range
PONTIANVS,,,,,loquitur,11,11.506f,11.115,,range
PONTIANVS,,,,,loquitur,11,11.507a,11.115@11.116,,range
PONTIANVS,,,,,loquitur,11,11.507b,11.116,,range
PONTIANVS,,,,,loquitur,11,11.507c,11.116,,range
PONTIANVS,,,,,loquitur,11,11.507d,11.116,,range
PONTIANVS,,,,,loquitur,11,11.507e,11.116@11.117,,range
PONTIANVS,,,,,loquitur,11,11.507f,11.117,,range
PONTIANVS,,,,,loquitur,11,11.508a,11.117,,range
PONTIANVS,,,,,loquitur,11,11.508b,11.117@11.118,,range
PONTIANVS,,,,,loquitur,11,11.508c,11.118,,range
PONTIANVS,,,,,loquitur,11,11.508d,11.118@11.119,,range
PONTIANVS,,,,,loquitur,11,11.508e,11.119,,range
PONTIANVS,,,,,loquitur,11,11.508f,11.119,,range
PONTIANVS,,,,,loquitur,11,11.509a,11.119,,range
PONTIANVS,,,,,loquitur,11,11.509b,11.119@11.120,,range
PONTIANVS,,,,,loquitur,11,11.509c,11.120,,range
PONTIANVS,,,,,loquitur,11,11.509d,11.120,,range
PONTIANVS,,,,,loquitur,11,11.509e,11.120,,"range end"
PONTIANVS,,,,,loquitur,13,13.561c,13.11@13.12,,"range start"
PONTIANVS,,,,,loquitur,13,13.561d,13.12,,range
PONTIANVS,,,,,loquitur,13,13.561e,13.12,,range
PONTIANVS,,,,,loquitur,13,13.561f,13.12,,range
PONTIANVS,,,,,loquitur,13,13.562a,13.12@13.13,,"range end"
PONTIANVS,,,,,"locuturum occupat Ulpianus",14,14.640c,14.46,,
PONTIANVS,,,,,loquitur,14,14.640c,14.46,,"range start"
PONTIANVS,,,,,loquitur,14,14.640d,14.46,,range
PONTIANVS,,,,,loquitur,14,14.640e,14.46@14.47,,range
PONTIANVS,,,,,loquitur,14,14.640f,14.47,,range
PONTIANVS,,,,,loquitur,14,14.641a,14.47,,range
PONTIANVS,,,,,loquitur,14,14.641b,14.47,,range
PONTIANVS,,,,,loquitur,14,14.641c,14.47@14.48,,range
PONTIANVS,,,,,loquitur,14,14.641d,14.48,,range
PONTIANVS,,,,,loquitur,14,14.641e,14.48,,range
PONTIANVS,,,,,loquitur,14,14.641f,14.48@14.49,,range
PONTIANVS,,,,,loquitur,14,14.642a,14.49,,range
PONTIANVS,,,,,loquitur,14,14.642b,14.49,,range
PONTIANVS,,,,,loquitur,14,14.642c,14.49,,range
PONTIANVS,,,,,loquitur,14,14.642d,14.49,,range
PONTIANVS,,,,,loquitur,14,14.642e,14.49@14.50,,range
PONTIANVS,,,,,loquitur,14,14.642f,14.50,,range
PONTIANVS,,,,,loquitur,14,14.643a,14.50,,range
PONTIANVS,,,,,loquitur,14,14.643b,14.50,,range
PONTIANVS,,,,,loquitur,14,14.643c,14.50,,range
PONTIANVS,,,,,loquitur,14,14.643d,14.50,,range
PONTIANVS,,,,,loquitur,14,14.643e,14.50@14.51,,"range end"
PONTIANVS,,,,,loquitur,14,14.648c,14.58@14.59,fortasse,
PONTIANVS,,,,,loquitur,15,15.701b,15.60@15.62,,"range start"
PONTIANVS,,,,,loquitur,15,15.701c,15.62,,"range end"
RVFINVS,,Nicaeensis,medicus,,,1,1.1f,1.2@1.3,"cf. praef. I. p. vi",
TIMOCRATI,,,,,"Athenaeus amicus sermones dipnosophistarum enarrat",1,1.1a,1.1,"ubi Ἐχεκράrην codd. e Platonis Phaedone p. 57a",
TIMOCRATI,,,,,"Athenaeus amicus sermones dipnosophistarum enarrat",1,1.2a,1.3,,
TIMOCRATI,,,,,"Timocratis ad Athenaeum verba videntur (οὐκ εἴων με οἱ λόγοι οὓς ἀπεμνημόνευσας ὄντες ποικίλοι ὕπνῳ διδόναι σχολήν)",2,2.35a,2.1,,
TIMOCRATI,,,,,"colloquitur cum Athenaeo",3,3.127e,3.101,,
TIMOCRATI,,,,,"alloquitur eum Athenaeus",2,2.71e,2.85@2.86,,
TIMOCRATI,,,,,"alloquitur eum Athenaeus",4,4.128a,4.1,,
TIMOCRATI,,,,,"alloquitur eum Athenaeus",4,4.130e,4.6,,
TIMOCRATI,,,,,"alloquitur eum Athenaeus",4,4.185a,4.84,,
TIMOCRATI,,,,,"alloquitur eum Athenaeus",5,5.185a,5.1,,
TIMOCRATI,,,,,"alloquitur eum Athenaeus",6,6.222a,6.1,,
TIMOCRATI,,,,,"alloquitur eum Athenaeus",6,6.223d,6.2@6.3,,
TIMOCRATI,,,,,"alloquitur eum Athenaeus",7,7.277a,7.4@7.5,,
TIMOCRATI,,,,,"alloquitur eum Athenaeus",7,7.330b,7.139@7.140,,"range start"
TIMOCRATI,,,,,"alloquitur eum Athenaeus",7,7.330c,7.140,,"range end"
TIMOCRATI,,,,,"alloquitur eum Athenaeus",8,8.330c,8.1,,
TIMOCRATI,,,,,"alloquitur eum Athenaeus",8,8.365e,8.69,,
TIMOCRATI,,,,,"alloquitur eum Athenaeus",10,10.411a,10.1,,
TIMOCRATI,,,,,"alloquitur eum Athenaeus",11,11.509e,11.120,,
TIMOCRATI,,,,,"alloquitur eum Athenaeus",12,12.510a,12.1,"cf. adn.","range start"
TIMOCRATI,,,,,"alloquitur eum Athenaeus",12,12.510b,12.1@12.2,"cf. adn.","range end"
TIMOCRATI,,,,,"alloquitur eum Athenaeus",13,13.555a,13.1,,"range start"
TIMOCRATI,,,,,"alloquitur eum Athenaeus",13,13.555b,13.1@13.2,,"range end"
TIMOCRATI,,,,,"alloquitur eum Athenaeus",14,14.613a,14.1,sqq.,
TIMOCRATI,,,,,"alloquitur eum Athenaeus",15,15.665a,15.1,,"range start"
TIMOCRATI,,,,,"alloquitur eum Athenaeus",15,15.665b,15.1,,range
TIMOCRATI,,,,,"alloquitur eum Athenaeus",15,15.665c,15.1,,range
TIMOCRATI,,,,,"alloquitur eum Athenaeus",15,15.665d,15.1@15.2,,"range end"
TIMOCRATI,,,,,"alloquitur eum Athenaeus",15,15.702b,15.63,,"range start"
TIMOCRATI,,,,,"alloquitur eum Athenaeus",15,15.702c,15.63,,"range end"
VLPIANVS,,Tyrius,,,,1,1.1d,1.2,"cf. praef. I p. v-vii",
VLPIANVS,,"ὁ Σύρος",,,,8,8.346c,8.36@8.37,"et saepius",
VLPIANVS,,Συραττικός,,,,3,3.126f,3.100@3.101,,
VLPIANVS,,,"Φοῖνιξ ἀττα γεραιέ appellatur",,,13,13.590b,13.57,,
VLPIANVS,,,"cognomine Κειτούκειτος",,,1,1.1e,1.2,,
VLPIANVS,,,"eius mores et ingenium",,,1,1.1d,1.2,,"range start"
VLPIANVS,,,"eius mores et ingenium",,,1,1.1e,1.2,,"range end"
VLPIANVS,,,λογιστής,,,14,14.649a,14.60,"et saepius",
VLPIANVS,,,"ὁ φιλεπιτιμητής",,,14,14.613c,14.1@14.2,,
VLPIANVS,,,"helluo et lascivus saepius notatur velut",,,15,15.697b,15.52@15.53,,
VLPIANVS,,,"ὁ τῶν δείπνων ταμίας",,,2,2.58b,2.50@2.51,,
VLPIANVS,,,"placidam mortem obiit",,,15,15.686c,15.33@15.34,,
VLPIANVS,,,,,loquitur,2,2.49a,2.31@2.32,,
VLPIANVS,,,,,loquitur,2,2.58b,2.50@2.51,,"range start"
VLPIANVS,,,,,loquitur,2,2.58c,2.51,,"range end"
VLPIANVS,,,,,"locutus erat",2,2.65e,2.71,adn.,
VLPIANVS,,,,,"locutus erat",2,2.66e,2.73,adn.,
VLPIANVS,,,,,loquitur,3,3.96f,3.51,,"range start"
VLPIANVS,,,,,loquitur,3,3.97a,3.51,,range
VLPIANVS,,,,,loquitur,3,3.97b,3.51,,range
VLPIANVS,,,,,loquitur,3,3.97c,3.51@3.52,,"range end"
VLPIANVS,,,,,loquitur,3,3.99e,3.55@3.56,,"range start"
VLPIANVS,,,,,loquitur,3,3.99f,3.56,,range
VLPIANVS,,,,,loquitur,3,3.100a,3.56,,range
VLPIANVS,,,,,loquitur,3,3.100b,3.56@3.57,,range
VLPIANVS,,,,,loquitur,3,3.100c,3.57,,range
VLPIANVS,,,,,loquitur,3,3.100d,3.57,,range
VLPIANVS,,,,,loquitur,3,3.100e,3.57@3.58,,range
VLPIANVS,,,,,loquitur,3,3.100f,3.58,,range
VLPIANVS,,,,,loquitur,3,3.101a,3.58,,range
VLPIANVS,,,,,loquitur,3,3.101b,3.58@3.59,,range
VLPIANVS,,,,,loquitur,3,3.101c,3.59,,range
VLPIANVS,,,,,loquitur,3,3.101d,3.59,,range
VLPIANVS,,,,,loquitur,3,3.101e,3.59,,range
VLPIANVS,,,,,loquitur,3,3.101f,3.59@3.60,,range
VLPIANVS,,,,,loquitur,3,3.102a,3.60,,range
VLPIANVS,,,,,loquitur,3,3.102b,3.60,,range
VLPIANVS,,,,,loquitur,3,3.102c,3.60,,range
VLPIANVS,,,,,loquitur,3,3.102d,3.60,,range
VLPIANVS,,,,,loquitur,3,3.102e,3.60,,range
VLPIANVS,,,,,loquitur,3,3.102f,3.60,,range
VLPIANVS,,,,,loquitur,3,3.103a,3.60,,range
VLPIANVS,,,,,loquitur,3,3.103b,3.60@3.61,,range
VLPIANVS,,,,,loquitur,3,3.103c,3.61,,range
VLPIANVS,,,,,loquitur,3,3.103d,3.61,,range
VLPIANVS,,,,,loquitur,3,3.103e,3.61@3.62,,range
VLPIANVS,,,,,loquitur,3,3.103f,3.62,,range
VLPIANVS,,,,,loquitur,3,3.104a,3.62@3.63,,range
VLPIANVS,,,,,loquitur,3,3.104b,3.63,,range
VLPIANVS,,,,,loquitur,3,3.104c,3.63@3.64,,"range end"
VLPIANVS,,,,,loquitur,3,3.106f,3.69,,
VLPIANVS,,,,,loquitur,3,3.108d,3.72,,"range start"
VLPIANVS,,,,,loquitur,3,3.108e,3.72,,range
VLPIANVS,,,,,loquitur,3,3.108f,3.72@3.73,,"range end"
VLPIANVS,,,,,loquitur,3,3.115b,3.82,,
VLPIANVS,,,,,loquitur,3,3.118f,3.88,,
VLPIANVS,,,,,loquitur,3,3.121f,3.94,,
VLPIANVS,,,,,loquitur,3,3.122e,3.95,,
VLPIANVS,,,,,loquitur,3,3.125a,3.98@3.99,,"range start"
VLPIANVS,,,,,loquitur,3,3.125b,3.99,,"range end"
VLPIANVS,,,,,loquitur,3,3.125d,3.99,,
VLPIANVS,,,,,loquitur,3,3.126a,3.100,,
VLPIANVS,,,,,loquitur,3,3.127a,3.101,,
VLPIANVS,,,,,loquitur,4,4.165b,4.58@4.59,,
VLPIANVS,,,,,loquitur,4,4.165d,4.59,,"range start"
VLPIANVS,,,,,loquitur,4,4.165e,4.59@4.60,,range
VLPIANVS,,,,,loquitur,4,4.165f,4.60,,range
VLPIANVS,,,,,loquitur,4,4.166a,4.60,,range
VLPIANVS,,,,,loquitur,4,4.166b,4.60,,range
VLPIANVS,,,,,loquitur,4,4.166c,4.60@4.61,,range
VLPIANVS,,,,,loquitur,4,4.166d,4.61,,range
VLPIANVS,,,,,loquitur,4,4.166e,4.61,,range
VLPIANVS,,,,,loquitur,4,4.166f,4.61@4.62,,range
VLPIANVS,,,,,loquitur,4,4.167a,4.62,,range
VLPIANVS,,,,,loquitur,4,4.167b,4.62,,range
VLPIANVS,,,,,loquitur,4,4.167c,4.62@4.63,,range
VLPIANVS,,,,,loquitur,4,4.167d,4.63@4.64,,range
VLPIANVS,,,,,loquitur,4,4.167e,4.64,,range
VLPIANVS,,,,,loquitur,4,4.167f,4.64,,range
VLPIANVS,,,,,loquitur,4,4.168a,4.64@4.65,,range
VLPIANVS,,,,,loquitur,4,4.168b,4.65@4.66,,range
VLPIANVS,,,,,loquitur,4,4.168c,4.66,,range
VLPIANVS,,,,,loquitur,4,4.168d,4.66,,range
VLPIANVS,,,,,loquitur,4,4.168e,4.66@4.67,,range
VLPIANVS,,,,,loquitur,4,4.168f,4.67,,range
VLPIANVS,,,,,loquitur,4,4.169a,4.67,,"range end"
VLPIANVS,,,,,loquitur,4,4.174b,4.75,,
VLPIANVS,,,,,loquitur,5,5.221a,5.63@5.64,,"range start"
VLPIANVS,,,,,loquitur,5,5.221b,5.64,,range
VLPIANVS,,,,,loquitur,5,5.221c,5.64,,range
VLPIANVS,,,,,loquitur,5,5.221d,5.64,,range
VLPIANVS,,,,,loquitur,5,5.221e,5.64,,"range end"
VLPIANVS,,,,,loquitur,6,6.228c,6.12@6.13,,"range start"
VLPIANVS,,,,,loquitur,6,6.228d,6.13,,"range end"
VLPIANVS,,,,,loquitur,6,6.262b,6.81,,
VLPIANVS,,,,,loquitur,6,6.270c,6.99,,
VLPIANVS,,,,,loquitur,7,7.275b,7.1,,
VLPIANVS,,,,,loquitur,7,7.308a,7.80,,"range start"
VLPIANVS,,,,,loquitur,7,7.308b,7.80,,"range end"
VLPIANVS,,,,,loquitur,8,8.361f,8.63,,
VLPIANVS,,,,,loquitur,8,8.362a,8.63,,
VLPIANVS,,,,,loquitur,9,9.366a,9.1,,"range start"
VLPIANVS,,,,,loquitur,9,9.366b,9.1,,range
VLPIANVS,,,,,loquitur,9,9.366c,9.1@9.2,,"range end"
VLPIANVS,,,,,"tacet ignorans",9,9.367d,9.3@9.4,,
VLPIANVS,,,,,loquitur,9,9.372e,9.14,,"range start"
VLPIANVS,,,,,loquitur,9,9.372f,9.14,,"range end"
VLPIANVS,,,,,loquitur,9,9.380d,9.25,,"range start"
VLPIANVS,,,,,loquitur,9,9.380e,9.25,,range
VLPIANVS,,,,,loquitur,9,9.380f,9.25@9.26,,"range end"
VLPIANVS,,,,,loquitur,9,9.384a,9.32,,
VLPIANVS,,,,,loquitur,9,9.385a,9.34,,"range start"
VLPIANVS,,,,,loquitur,9,9.385b,9.34,,"range end"
VLPIANVS,,,,,loquitur,9,9.386e,9.36@9.37,,
VLPIANVS,,,,,loquitur,9,9.396a,9.53,,
VLPIANVS,,,,,loquitur,9,9.401b,9.63@9.64,,
VLPIANVS,,,,,loquitur,9,9.406d,9.71,,
VLPIANVS,,,,,loquitur,9,9.407d,9.73,,
VLPIANVS,,,,,loquitur,9,9.408b,9.74@9.75,,
VLPIANVS,,,,,loquitur,10,10.422e,10.20,,"range start"
VLPIANVS,,,,,loquitur,10,10.422f,10.20,,range
VLPIANVS,,,,,loquitur,10,10.423a,10.20,,range
VLPIANVS,,,,,loquitur,10,10.423b,10.20@10.21,,range
VLPIANVS,,,,,loquitur,10,10.423c,10.21,,range
VLPIANVS,,,,,loquitur,10,10.423d,10.21@10.22,,range
VLPIANVS,,,,,loquitur,10,10.423e,10.22,,range
VLPIANVS,,,,,loquitur,10,10.423f,10.22,,range
VLPIANVS,,,,,loquitur,10,10.424a,10.22@10.23,,range
VLPIANVS,,,,,loquitur,10,10.424b,10.23,,range
VLPIANVS,,,,,loquitur,10,10.424c,10.23,,range
VLPIANVS,,,,,loquitur,10,10.424d,10.23@10.24,,range
VLPIANVS,,,,,loquitur,10,10.424e,10.24,,range
VLPIANVS,,,,,loquitur,10,10.424f,10.24,,range
VLPIANVS,,,,,loquitur,10,10.425a,10.24@10.25,,range
VLPIANVS,,,,,loquitur,10,10.425b,10.25,,range
VLPIANVS,,,,,loquitur,10,10.425c,10.25,,range
VLPIANVS,,,,,loquitur,10,10.425d,10.25@10.26,,range
VLPIANVS,,,,,loquitur,10,10.425e,10.26,,range
VLPIANVS,,,,,loquitur,10,10.425f,10.26@10.27,,range
VLPIANVS,,,,,loquitur,10,10.426a,10.27,,"range end"
VLPIANVS,,,,,loquitur,10,10.426a,10.27,,"range start"
VLPIANVS,,,,,loquitur,10,10.426b,10.27,,"range end"
VLPIANVS,,,,,loquitur,10,10.445b,10.63@10.64,,"range start"
VLPIANVS,,,,,loquitur,10,10.445c,10.64,,"range end"
VLPIANVS,,,,,loquitur,10,10.445f,10.64@10.65,,
VLPIANVS,,,,,loquitur,10,10.446b,10.65,,"range start"
VLPIANVS,,,,,loquitur,10,10.446c,10.65,,range
VLPIANVS,,,,,loquitur,10,10.446d,10.65@10.66,,range
VLPIANVS,,,,,loquitur,10,10.446e,10.66,,range
VLPIANVS,,,,,loquitur,10,10.446f,10.66,,range
VLPIANVS,,,,,loquitur,10,10.447a,10.66@10.67,,range
VLPIANVS,,,,,loquitur,10,10.447b,10.67,,range
VLPIANVS,,,,,loquitur,10,10.447c,10.67,,range
VLPIANVS,,,,,loquitur,10,10.447d,10.67@10.68,,range
VLPIANVS,,,,,loquitur,10,10.447e,10.68,,range
VLPIANVS,,,,,loquitur,10,10.447f,10.68,,range
VLPIANVS,,,,,loquitur,10,10.448a,10.68,,range
